data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",1868.5,0.9855534681504551,0.9838169031123991,1.0061831083815405,0.9932416134338569,1.0241510732035108,1.0899037883898361,0.8848161681982816,0.9270663856960034,1.0680243017604423,0.9818247645080853,0.9710243665134,0.993367968824693,0.9897212134568358,0.4138206154363802,0.10642425529491926,-0.08382130850705441,-0.03795282405169383,0.2717908505138928,0.2530384677127678,0.8491023802648568,0.38864162580291717,0.6648723197182109,0.34977515248061697,0.8199098459104416,0.5522243826848785,0.4443029798568018,0.3690193354674434,1.17918697482957,0.8306073491668993,0.42079329943775134,0.4099666002450086,4.2005361923336215,1.0547232445278236,0.44430297985680184,0.36901933546744276,0.4451043663408021,0.3804592910893301,0.4078629032957767,0.4078629032957765,0.5335767331075629,0.47682862659273706,0.6443067701761728,0.5256414471802715,4.718178915336945e+18,1.0061831083815405,1.0631133737483105,0.9869191727621687,0.9500990470179685,0.9359172732684818
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",1870.5,0.9856939381018213,0.9846177102305192,1.004013224946365,0.9925966471390838,1.021099435109724,1.085970433575559,0.8860682850937811,0.9252936827102962,1.0637697388163256,0.9824151297781801,0.9717349247996923,0.9925402511087132,0.9895848341297119,0.24483983114901703,0.2055678085908866,-0.1232202494907514,0.00441663226847469,0.31019500046196224,0.2406638688923074,0.48360959299993594,0.7801680407971141,0.5583636692390139,0.4559855030923505,0.7035436944486638,0.6352193083120771,0.4348665390617918,0.3905492231876948,1.176218024907864,0.835160542436056,0.4125738541048012,0.43032221575670593,4.122314941614379,1.0262660198764058,0.4348665390617916,0.39054922318769436,0.43836822450793606,0.4022229732696808,0.40530283377415366,0.40530283377415366,0.5161687575846086,0.462828352664321,0.5887978506115932,0.506804440455039,4.718178915336945e+18,1.004013224946365,1.058240532454929,0.9907734191375197,0.9534008013896723,0.9373818388196068
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",1873.5,0.9864003109820904,0.9850657972609641,1.0051594928496852,0.9934359666835649,1.0218100497870641,1.0867643933799562,0.8829719692559226,0.9262160347331797,1.0655773714222605,0.9831100724283718,0.9692214496181231,0.9932354154989289,0.9912297282224592,0.31541385015292034,0.09850354413865314,0.42676335079592487,-0.1516740448498488,0.29953724765517326,0.2538933853453402,-0.8321965690620537,0.5328024877376035,0.5916241035407007,0.3342560639876217,1.2158141724008276,0.6401145150260478,0.4341803283743067,0.3402573455861594,1.1761953736825324,0.8305714592093653,0.41401134559616765,0.377136317741814,4.182847311818522,1.0238078885131183,0.4341803283743068,0.34025734558615867,0.4369889716402207,0.3502780102478482,0.3979434980936215,0.3979434980936214,0.49105893370896947,0.4454655194785008,0.6074356706672569,0.48811664273133726,4.718178915336945e+18,1.0051594928496852,1.0578583973837494,0.9887074052079579,0.9532411440626097,0.9419859571032131
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}""}",1869.5,0.9858143117826607,0.9859294401485583,1.0007373813943785,0.991742184384606,1.0165234234088585,1.084162862341951,0.8642612152522563,0.9168064235035783,1.0644526371375547,0.9807286317084719,0.9708612754889977,0.9961780468545294,0.989974552793895,0.29333468786341266,0.006478767622532312,0.44428722063861104,-0.15907804278940982,0.2702221489321653,0.15173058715007803,-0.38165244278936367,1.1443225503651115,0.5582120529794571,0.3749971661612901,1.1431660459477095,0.6043360212124087,0.411342709265467,0.3222189032282486,1.1855899667339846,0.8143585362134171,0.3911143478692229,0.3696032117036914,4.347359274268984,1.2593074650965435,0.41134270926546684,0.3222189032282481,0.4155461377189986,0.3385560305581484,0.3484466912265906,0.3484466912265906,0.4746920575041882,0.4109846699519844,0.6094303353242493,0.4773461940410084,4.718178915336945e+18,1.0007373813943785,1.0511179870919884,1.0016801759586633,0.9599693647522358,0.9410295438179581
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",1872.5,0.9876273075815037,0.9850662603587621,1.0101525871978865,0.9956701894183907,1.0270378817479653,1.0790752971283755,0.8985473407117582,0.9504471052498334,1.067630326324028,0.9826220708281795,0.9775666981144528,0.9978006365383264,0.9904856981469232,0.40326699755356576,0.07909567311909557,0.3563686082604906,0.08782528928104984,0.45472168574603755,0.32716243811737883,1.68917884297976,0.6571439139361884,0.5051343938107091,0.42545051694287017,0.8785518587961213,0.5668545283186633,0.5167943266511534,0.39478446248659055,1.1376471727087927,0.8437726486200728,0.4917307982751256,0.4277455455514917,3.392277991661349,0.9993700361729237,0.5167943266511533,0.3947844624865902,0.5143060356511984,0.4019094597393054,0.4629257791447366,0.4629257791447365,0.5263143924697709,0.4902099300997166,0.6114531229956828,0.5124331224501448,4.718178915336945e+18,1.0101525871978865,1.0638304523489923,0.97534722145048,0.948106555740253,0.9461130473932713
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",1874.5,0.9855446713147532,0.9855485402883577,1.0017570572670056,0.991946124109668,1.0180398984582035,1.0839176401686972,0.8761240716878451,0.9208531378834642,1.06273596853701,0.9828378101121801,0.9709017084799699,0.9912533517091788,0.9895574133318855,0.3917527440064658,0.18898582724460886,-0.18419195497260107,-0.03004615698272883,0.30398923456297616,0.19184458447416086,1.2131971027263284,0.862033580767388,0.5812938828502963,0.43679770828728715,0.7261529094650669,0.6743670482194182,0.40707599475536543,0.38127202274863514,1.180111029569815,0.8265572122563888,0.38877416718854724,0.4252520629071372,4.212088064700565,1.1288378960798109,0.40707599475536554,0.3812720227486353,0.4107281402960326,0.39542971097684126,0.3958330269192138,0.39583302691921385,0.5215733942058783,0.46025365159889486,0.649499910192397,0.5216248418594469,4.718178915336945e+18,1.0017570572670056,1.0538768044286149,1.0040151612229156,0.9582674426951112,0.9414679169079904
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",1876.5,0.9866294113127103,0.9854691457715619,1.00466693971072,0.9933099729947835,1.0210097363540571,1.0855686292584694,0.8861931622633066,0.9258615385667571,1.0635165775113364,0.9832048681404529,0.9717709550571687,0.9936866967195199,0.9907650864960247,0.22780225238332905,0.18036331790234109,0.45863168458307046,0.05142538435570907,0.26315597821319336,0.28351859858389666,-0.06145752412980145,0.8685098449482759,0.5511516466683453,0.4177065342059598,1.4159683470297573,0.5383748993164572,0.4875235460705995,0.3726090405678437,1.1750633402141015,0.8356154459361211,0.4746717402727062,0.40890932470871955,4.07139024614073,1.0139540854482736,0.48752354607060044,0.37260904056784344,0.4943567584846014,0.38309855998427095,0.39554209810377056,0.3955420981037708,0.5138270170178373,0.461860755898024,0.6278182977241898,0.512288803148511,4.718178915336945e+18,1.00466693971072,1.0567276457045325,0.9909838091480833,0.9549618902673125,0.9425760523637474
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",1877.5,0.98406778021357,0.9825621533122179,1.0045584535158543,0.9917362071186381,1.02381130141407,1.0905698773922412,0.8877065464345,0.9252867430926425,1.0666312381056353,0.9800516018807126,0.9697932733163195,0.9922415704303579,0.9880187788250305,0.3098387654966436,0.1403144600093282,0.11892340117679687,-0.06825682622620295,0.26429767262857884,0.263004260677441,1.1396447525000877,0.5566227935037216,0.5892951851045152,0.3697499215451314,0.8896113508273464,0.5468422772176792,0.4612972629912944,0.37396137541724367,1.1822694376252383,0.8339971114326546,0.44217766356163607,0.40905898353014436,4.107699334359004,0.9782984992007381,0.4612972629912948,0.3739613754172434,0.46659055375409847,0.38348590248772596,0.40064251150470886,0.40064251150470886,0.5221762679179025,0.46942912510205054,0.639442983048708,0.5094675259728435,4.718178915336945e+18,1.0045584535158543,1.0655608896622173,0.9887408129781641,0.9480967431317321,0.9282854225868109
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",1867.5,0.9860732816525559,0.9857880891912993,1.0023460279463785,0.9923750980032752,1.0183579245140366,1.0815238390901352,0.8791246338097566,0.925564447209829,1.0623651862684678,0.9823943007749393,0.970161066594646,0.9935185807810122,0.9904205810992633,0.23083401788459398,0.15952362405202847,0.7507557671731221,-0.09484784080006121,0.34442374451354035,0.2715468671858401,-0.49285695062439444,0.29093443144188535,0.43554903674040185,0.36506532361142263,1.2855318803592735,0.5833477178480978,0.4456550231290641,0.3625599087166211,1.1717913780624014,0.8299659081370073,0.4299844611186116,0.40332619061647523,4.255426763367572,1.185363432125846,0.4456550231290642,0.3625599087166206,0.4497036532593982,0.37519964770523206,0.38302970566236016,0.38302970566236016,0.49778525454213907,0.44068862279798593,0.5955581703338824,0.4758629295452234,4.718178915336945e+18,1.0023460279463785,1.0539478763699863,1.0022730877206654,0.9583561026990387,0.9420230731590835
Compas Dataset,,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",1871.5,0.9842108695444595,0.9841186945158027,1.000773822116972,0.9907611602488225,1.018367228317047,1.0886191662666806,0.866308373683881,0.9143752048688368,1.0661847738758161,0.9799431452911888,0.9682713230721884,0.9930401789421806,0.9887244922592969,0.15362684962169926,0.07221272170688414,0.3547603356708287,-0.14798060482584122,0.1927859551915633,0.15051402066225922,0.7213979984365916,0.6189767250161307,0.5757876660610491,0.4015981825630684,1.0969266379932183,0.6937987459248699,0.45013773216346015,0.3268969058663286,1.193752817247374,0.8149664231300893,0.43808216034744035,0.37168387190828767,4.3846699821115225,1.2901231075836799,0.4501377321634614,0.326896905866328,0.4580336329538315,0.3411348683761217,0.34388511873078087,0.34388511873078076,0.4665028840875161,0.4064108637864347,0.6294993456011803,0.458989837189549,4.718178915336945e+18,1.0007738221169722,1.0566798013255858,0.9993419189101858,0.9544888291863116,0.9313869850430097
