data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC,acc * sf
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5405.292682926829,0.9530418986502001,0.6136132564033925,0.5527342975776179,0.5750350550168708,0.5916842636666619,0.7841467099980981,0.5753913863745719,0.9671784960956812,0.9505296326056267,-0.24443080295288533,-0.27994955806430427,0.33596093266348753,1.2970311981614704,1.0925086795797354,1.636537253619776,0.3505800376453376,1.5618776341333824,0.31259068733276946,inf,0.3505800376453365,0.35446143552475523,0.3505800376453365,0.3505800376453371,0.35446143552475523,0.35107336410066625,1.636537253619776,1.0925086795797354,4.914335143831227e+18,0.07956168381368886,0.05059485920970003,0.11748182311094268,0.6838217521671817,0.44370533843463794,-0.7659537996068172
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",5407.292682926829,0.9745231586984232,0.9448149900395566,0.8394075188364264,0.8795961610814617,0.8907061969624996,1.0932147556413008,0.8742191610175117,0.9729775749624916,0.9749014203516473,-0.0060789093245660125,0.6502006884449921,0.6507693370619032,0.9680215967464756,1.0994552863811944,1.8665547823778998,0.6507693370619032,1.2473981330881432,0.6374943031187478,inf,0.6507693370619017,0.6926924872964543,0.6507693370619017,0.6507693370619023,0.6926924872964543,0.6441239752330125,1.8665547823778998,1.0994552863811928,4.914335143831227e+18,0.11984586401414693,0.07286477049164543,0.1197955836745086,0.687493781819699,0.44607026504193265,-1.5302994240888161
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5410.292682926829,0.9655802620702156,0.8260782498986043,0.7537599308976745,0.7796970634782361,0.8067708090236342,1.0688121825744596,0.7848226105397305,0.9681412074647051,0.9652347109166322,-0.17691019937439115,-0.3312360359340928,0.4756255363727643,0.9411375351323717,1.1237422886534614,1.9827086531662033,0.47952892296614535,1.432960407724296,0.418089652482282,inf,0.47952892296614363,0.47671984620998953,0.47952892296614363,0.4795289229661445,0.47671984620998953,0.4816668393286558,1.9827086531662033,1.1237422886534616,4.914335143831227e+18,0.10776574496741939,0.06825074698398195,0.11766447699755223,0.6826646408283285,0.44600983155937085,-1.0933378143179606
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",5406.292682926829,0.971584884300377,0.9142722907570874,0.8267892865428266,0.8581414330037307,0.8854149066481837,1.2196838893939648,0.8566680097828807,0.9675119693738796,0.9724621150165775,-0.4488273911391082,-1.067347868362743,0.44315702151721825,0.9586113205440916,1.459701456941167,2.5695096135783935,0.4703787397008656,1.4493809302714755,0.40039657725865396,inf,0.4703787397008637,0.4642048616192815,0.4703787397008637,0.47037873970086413,0.4642048616192815,0.47202045821788613,2.5695096135783935,1.4597014569411655,4.914335143831227e+18,0.11873541736426177,0.07419238541698982,0.11788784595815603,0.6843611561910611,0.44592989297733876,-1.069705742221473
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",5409.292682926829,0.9731220336145381,0.9410454461775035,0.8374839471193669,0.8768410776251374,0.8920675840569564,1.197490943507871,0.8666708370569637,0.9657864655731123,0.974549228434572,-0.24106138171978822,0.12816169844105932,0.5058664893466991,0.8742111302751399,1.1362230488067053,2.2308326362910598,0.5190536279877193,1.38086611726704,0.4750529238456143,inf,0.519053627987717,0.5362368562493844,0.519053627987717,0.5190536279877181,0.5362368562493844,0.5163120124520545,2.2308326362910598,1.1362230488067044,4.914335143831227e+18,0.11965864998357864,0.07382758550599672,0.11998279770507689,0.6865309668053478,0.4437242008334741,-1.1938914969819687
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5411.292682926829,0.9663573804154443,0.8242813583049051,0.7480435763265223,0.7760948300229141,0.7990630065667216,1.0389230161601968,0.7791228846269654,0.9686693243907099,0.9660458648253745,-0.05845543483891278,-0.015685009100012637,0.5016125557096671,1.0581200380411184,0.9793700365875184,1.7142002614055505,0.5251589950354669,1.4106842884620714,0.5528236537851944,inf,0.5251589950354655,0.5503542349843518,0.5251589950354655,0.5251589950354661,0.5503542349843518,0.5234485849518367,1.7142002614055505,0.9793700365875169,4.914335143831227e+18,0.10694414282183962,0.06674340658929198,0.11727731723126254,0.6849118626060597,0.4478198074620156,-1.2088284741577844
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",5408.111111111111,0.9739221126040716,0.9464162824572028,0.8291960064795354,0.8749094952983679,0.8777100566843552,1.0950286734322172,0.859958768619025,0.9728918584648402,0.9742109415594338,0.31411393805088894,0.44997122259627287,0.6190849586283789,1.0346162985183769,0.8970438130539,2.3067109676301296,0.6210661995687188,1.271415856173842,0.6050014898381794,inf,0.621066199568717,0.6636656407416814,0.621066199568717,0.6210661995687176,0.6636656407416814,0.6133708238715125,2.3067109676301296,0.8970438130538986,4.924474759882417e+18,0.11831567905025071,0.07175037526012348,0.12138705523146724,0.6885468904581585,0.44330186733570714,-1.4542394207794003
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5409.111111111111,0.9709681668767184,0.8708272996581462,0.7845127646991441,0.8169356849434933,0.8345680028209059,1.0777364648068797,0.8144728505427227,0.9712338119123061,0.9710126762768121,0.13272752897587306,-1.4404365069204763,0.5370944201088217,1.0403215372717938,0.8297254304932089,2.3257333594962626,0.5370944201088217,1.357139752060494,0.4838055110378075,inf,0.5370944201088199,0.546401929643334,0.5370944201088199,0.5370944201088205,0.546401929643334,0.5351787045211052,2.3257333594962626,0.8297254304932085,4.924474759882417e+18,0.11240639818510556,0.0683239944734418,0.1181446092972683,0.686177371583703,0.44972880970604406,-1.2415751052028279
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",5404.292682926829,0.9738544457572499,0.9413407012399853,0.8440765752346374,0.8803055613276694,0.8992186912479724,1.2188869297194023,0.872393697833487,0.9667548028454186,0.9752590188271686,-0.4217375929728076,-0.9303078430771183,0.49293617242791293,0.9842204888590332,1.450627196792742,2.5715029248611394,0.5057652082152176,1.405588184287696,0.4432027668196764,inf,0.5057652082152154,0.5056748700771523,0.5057652082152154,0.5057652082152161,0.5056748700771523,0.5055692970170979,2.5715029248611394,1.450627196792739,4.914335143831227e+18,0.12081509779526058,0.074371041091875,0.11882634989339494,0.6859875112194694,0.44622920637681773,-1.1603521843597446
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}""}",5408.292682926829,0.9737273909720675,0.9413424361650343,0.8414990379540874,0.878683775125117,0.8967512488097633,1.223199137567876,0.8691706777545614,0.9677612899746381,0.9749219934794287,-0.42922522158607207,0.051013983414301405,0.4801811117882269,0.8589800484298447,1.0713945482184533,2.7454289759263744,0.497123904102166,1.410159307071624,0.42965340459406776,inf,0.49712390410216406,0.49852415029888486,0.49712390410216406,0.4971239041021651,0.49852415029888486,0.4964895366694893,2.7454289759263744,1.071394548218453,4.914335143831227e+18,0.12038611021664404,0.07405866110944102,0.11925533747201149,0.6862998912019035,0.44525302519073473,-1.1384051326183096
