data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC,acc * sf
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.0606560760100525,0.16643343930810628,0.2470646707201076,0.22325501430998457,0.3740458129885847,1.042635150015272,0.3002617580882674,0.09830198005582301,0.0688806807850042,0.7156060195810577,9.977351011509569,0.20212005868698757,0.5830815221785304,0.62020604501734,9.786680574360778,0.16957255602943516,2.1155599861150463,0.11855934567431636,,0.16957255602943525,0.17299473908317992,0.16957255602943525,0.16957255602943516,0.17299473908317992,0.17085290031716452,9.786680574360778,0.6202060450173407,2.5173526029091016e+18,0.04809641166742976,0.08248267433830925,0.04527667767793684,0.08200279706610372,0.09352242167699604,0.42530225198120675
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",3225.314921691527,0.020445722460371442,0.07594116320869718,0.20072078084597358,0.17838360582697774,0.25250160038217495,0.7963477486358908,0.20025137965853998,0.07318185112361664,0.04160155177633522,0.6533694824616134,37.27713533542913,0.13751203509271587,0.5216982335816742,0.5756964369786627,37.12547515094765,0.10083080720775717,1.576132914700628,0.0742019214396346,,0.10083080720775732,0.119682582659234,0.10083080720775732,0.10083080720775717,0.119682582659234,0.10103510448687733,37.12547515094765,0.5756964369786631,2.5173526029091016e+18,0.04302626423543929,0.05818630824669029,0.04284216136302941,0.05894817564485589,0.08848365841642614,0.2524408901713066
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.04305029828886192,0.14207667106764651,0.22857861732302714,0.2068842948091308,0.30770624011613784,0.9400339503860324,0.24422166624508668,0.08744817998035473,0.0548101747147659,0.5303608987487605,17.3288881957811,0.15902579777928091,0.5652534069201469,0.4580040876482564,17.197230759369315,0.12329174115763535,2.0747642095202394,0.08363826953968621,,0.1232917411576355,0.1365815899628141,0.1232917411576355,0.12329174115763551,0.1365815899628141,0.12443016995016548,17.197230759369315,0.45800408764825656,2.5173526029091016e+18,0.04617840755014701,0.07102834793998325,0.04394901725128245,0.07128661039691278,0.08741909338774115,0.3078874896155428
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.020073311565774677,0.0727245640494534,0.22360900486212215,0.200158981654957,0.284716600692658,0.8531251764254019,0.22755991778566273,0.08112823661198777,0.04394673295537454,0.6811452346328128,20.697324333806257,0.14331356898995445,0.5769488467180657,0.5679802695412092,20.48751630605974,0.10708595084835903,1.7632589359815938,0.058084986100413606,,0.10708595084835916,0.09884607979581682,0.10708595084835916,0.107085950848359,0.09884607979581682,0.10954566699398473,20.48751630605974,0.5679802695412094,2.5173526029091016e+18,0.04470016638429386,0.05938783049397876,0.044353284594445125,0.059734435552181935,0.09478398313814144,0.26606697550503844
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",3225.314921691527,0.019610361095802085,0.07751034954412209,0.2056978679986795,0.1831177911809283,0.26472915134109926,0.8926344002184617,0.21050479631813343,0.07668284825476832,0.04439236012388855,0.8105286239620134,29.193811946900745,0.17659769860295693,0.5666647561568605,0.7543230491607111,28.992597893695258,0.10739076139876844,2.2864926759596105,0.06288588396842944,,0.10739076139876857,0.12119753948421491,0.10739076139876857,0.10739076139876853,0.12119753948421491,0.11008541421500385,28.992597893695258,0.7543230491607116,2.5173526029091016e+18,0.04369808236050672,0.058001539089766595,0.04337363821024101,0.059130209722162236,0.08687578936603746,0.26661035284237805
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.11515718416122717,0.26762799405073695,0.3240748031472592,0.2853029769835988,0.581106856885194,1.6212343101177638,0.45668305243207097,0.1587120961343313,0.11072529531067946,0.8048474985903176,11.350122978239744,0.24132683079689324,0.729781013069573,0.72018191010355,11.223085390320092,0.18794610526162844,2.3140448551797137,0.16084012960850147,,0.18794610526162858,0.19476455755063357,0.18794610526162858,0.18794610526162855,0.19476455755063357,0.1890637173404674,11.223085390320092,0.7201819101035504,2.5173526029091016e+18,0.05779566039367099,0.13609390968007518,0.049882846316272135,0.13834157928749283,0.0924921272118677,0.46975272689095815
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",3225.314921691527,0.020475458363649095,0.07137968925369308,0.20400416171814098,0.1780997688027969,0.2647115781706931,0.8235429765597042,0.2077474499999454,0.07790634430096234,0.0413210401811406,0.5804763223662454,34.69526170867223,0.1393739956334531,0.5439510461344425,0.5188522331006908,34.55751827930082,0.10129532603888182,1.9249672276664034,0.05887943235721698,,0.10129532603888192,0.11338232819932406,0.10129532603888192,0.10129532603888179,0.11338232819932406,0.10306491916602764,34.55751827930082,0.518852233100691,2.5173526029091016e+18,0.04365696686473697,0.061137331134222116,0.043878426104413844,0.06183141369957866,0.08622044829716724,0.2525802734359534
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.02094059368437684,0.07402321497180361,0.21169811158784005,0.19021526260450433,0.268243559772408,0.822009980388414,0.21538588110766888,0.07991704837675036,0.043284658088091545,0.5818577616801068,8.999336308990761,0.16772104644567695,0.5640037520206166,0.4757318136276304,8.796046358198504,0.13094456044327302,2.7942114863802665,0.09158983204724977,,0.13094456044327318,0.1474697714105573,0.13094456044327318,0.13094456044327318,0.1474697714105573,0.13179029006612078,8.796046358198504,0.4757318136276306,2.5173526029091016e+18,0.043935973662894916,0.05965176750162317,0.04411388777283738,0.05997262998698128,0.08988266442740982,0.32781692859060857
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",3225.314921691527,0.01897083442535969,0.07144013340718137,0.2204872757763456,0.19628741170951927,0.2842558213021496,0.82945015984775,0.22647166976597324,0.07803860801100189,0.04381187863864197,0.8051628041373619,25.9403310977751,0.13327010102079193,0.5678143361486191,0.6136790440958367,25.761713777211114,0.08522961661121675,2.3520886841659694,0.0471868669649364,,0.08522961661121689,0.11669091165356471,0.08522961661121689,0.08522961661121677,0.11669091165356471,0.08641271337886271,25.761713777211114,0.613679044095837,2.5173526029091016e+18,0.044163278318433107,0.0584644155000268,0.04419433778403059,0.05865063946010097,0.09175161015822998,0.21024598414126253
Adult Dataset,,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}""}",3225.314921691527,0.018212612050811344,0.06671858168719326,0.19340019027365665,0.16716791569551767,0.24829132417766267,0.7525647816839185,0.20092279574704872,0.07815019870198907,0.04245435978870898,0.5885563435520137,17.602189733945288,0.14098221769160602,0.5555279830240318,0.5490797432952071,17.447517931388926,0.10892538354019946,1.53826207244687,0.06327970225833957,,0.10892538354019958,0.11059254047209696,0.10892538354019958,0.10892538354019951,0.11059254047209696,0.11019183322194721,17.447517931388926,0.5490797432952077,2.5173526029091016e+18,0.0429904496573785,0.060073901359251794,0.043150897852538395,0.060446458504027356,0.08298415367831784,0.2718724007819645
