data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC,acc * sf
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",3243.2123371261923,0.03589752286252521,0.4480031349762827,0.4100685423468615,0.42196774926091574,0.4408662714993131,0.6044016647113787,0.4289178006151464,0.023709163865087052,0.04147716107593755,6.721960336032542,6.364163721216151,0.33007787525036475,2.1274700310785546,6.636788193495024,6.155778337872545,0.31445142097428924,0.386365921625172,0.30723283894736125,,0.3144514209742896,0.3246101608055671,0.3144514209742896,0.3144514209742899,0.3246101608055671,0.3169938218512545,6.155778337872545,6.636788193495023,3.0492301289996293e+18,0.06554475826078085,0.053140287513975155,0.03821102728486439,0.04777873420649803,0.060165466140768835,0.7957969119051179
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",3243.2123371261923,0.01674679380885846,0.04681724858351758,0.09910363569037664,0.06972685095308737,0.11730331236806077,0.24130241426462037,0.11348841941892203,0.01999314160310221,0.019957304776854524,4.320647420476242,8.072588245377789,0.190663638447466,1.7519059709778517,4.177918465874882,7.880019760914534,0.190663638447466,0.20728779625907812,0.2697175311275373,,0.19066363844746684,0.23417920800284692,0.19066363844746684,0.19066363844746612,0.23417920800284692,0.19069645691505316,7.880019760914534,4.177918465874876,3.0492301289996293e+18,0.0366074038895605,0.044508798735459,0.036718572852782856,0.04501240766178114,0.060525588730937614,0.48265376837300383
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",3243.2123371261923,0.027901452719319715,0.3068615975111786,0.2917680191945445,0.29310995378884,0.3165106846953824,0.45894446553986334,0.308059477117426,0.024602913885833955,0.031927450277929974,4.859606104062663,7.1584611975343275,0.2648577186890547,4.378514224502948,4.730746878836965,6.885404042562772,0.2576979586536017,0.3035602800653009,0.2596794280558376,,0.2576979586536022,0.2642779696654733,0.2576979586536022,0.2576979586536017,0.2642779696654733,0.26184515745999404,6.885404042562772,4.730746878836966,3.0492301289996293e+18,0.05355993653220832,0.05393083906482463,0.038551979077704905,0.05106191060561312,0.05809625149851872,0.6526861967106966
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",3243.2123371261923,0.018535939837053105,0.15284849070801515,0.16160930877653668,0.15133664692737933,0.18347760623050932,0.3121317774333683,0.1791453494639734,0.024410530212138105,0.022310545319804094,5.817249675341236,7.976494966404325,0.2757712585409275,1.8791244781955423,5.648394969062751,7.625104710768197,0.22604163974836644,0.28198431528591383,0.23133004074949937,,0.22604163974836777,0.2358204854961929,0.22604163974836777,0.22604163974836677,0.2358204854961929,0.22745814373955153,7.625104710768197,5.648394969062746,3.0492301289996293e+18,0.041995968174770255,0.04741392655772132,0.03781272839252811,0.047110271849826524,0.05932997763413351,0.5729836454425622
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",3243.2123371261923,0.01661562757722636,0.047763537357517906,0.09032608669920085,0.06449380742702167,0.10631336522760447,0.27977172250493487,0.102563583023287,0.026640385952746735,0.019944038164551377,3.4681589380354687,8.729962449111039,0.24324233059555236,1.5131152423251755,3.284954091096289,8.440065889263343,0.21355048535491528,0.2750217202586386,0.25981287746278064,,0.21355048535491614,0.24784101942320802,0.21355048535491614,0.213550485354916,0.24784101942320802,0.21115515976682178,8.440065889263343,3.2849540910962864,3.0492301289996293e+18,0.03656643396935416,0.04554784979508465,0.036785483357091975,0.0459106037526265,0.05911905379843027,0.5417087581937904
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",3243.2123371261923,0.026041238874088147,0.3108634726723254,0.2932632512055486,0.2961463790166192,0.31717838256203756,0.46579260961617214,0.30951915415562936,0.024454472307006116,0.030154043580022213,2.2257588524436365,4.807693009179594,0.3526633415481157,1.7393906529499927,1.9987276102808398,4.490590384300018,0.3164017764426208,0.3521378688864533,1.108734363142241,,0.3164017764426218,0.4319767823141339,0.3164017764426218,0.3164017764426222,0.4319767823141339,0.3109717054247566,4.490590384300018,1.9987276102808293,3.0492301289996293e+18,0.053266280998356424,0.05071406346559351,0.03748706319218475,0.047937180294121924,0.05873740390493321,0.8000890066830548
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",3238.7511661952612,0.016910085648597712,0.046891155783704674,0.09047447345861695,0.06514451797313668,0.10138391016363797,0.22849063075430823,0.09868478023589647,0.020831553822829654,0.019890898572842406,1.6605626967807594,12.226646639461121,0.1947640655427861,1.4537518993816299,1.4314288083423172,12.014766430050921,0.18832801669175653,0.21370959103413295,0.25985474248819557,,0.18832801669175805,0.2277828286554787,0.18832801669175805,0.18832801669175664,0.2277828286554787,0.18723635538163166,12.014766430050921,1.4314288083423072,3.0487731386568284e+18,0.03623396474911892,0.04498240065653874,0.036062677304910064,0.04562136230784399,0.05835457495224258,0.47702719038643004
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",3238.7511661952612,0.022946557240593767,0.25530590885268234,0.24406300153459087,0.24424557597827598,0.26526217197025986,0.38500628673338416,0.25869443393511865,0.02046436569404561,0.02660374964128397,2.7922882732398917,15.857014729169899,0.22735447911550202,2.5506380771491557,2.6690276748457396,15.751162510939075,0.22735447911550202,0.24823517235400835,0.2420682687330467,,0.22735447911550277,0.24280586392777903,0.22735447911550277,0.22735447911550186,0.24280586392777903,0.22838749555530063,15.751162510939075,2.669027674845731,3.0487731386568284e+18,0.0478861784410219,0.04663044466979919,0.0369433572707039,0.044335758274914,0.060503842718163774,0.5769605223074886
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",3243.2123371261923,0.015651105452986355,0.04603707425636129,0.09299624841250939,0.06741304878794861,0.11362219404214563,0.24979788421845442,0.11391772011144599,0.027160494185268013,0.019522138199394433,6.626110045621359,8.912786300906612,0.2649546378821196,1.6375057363689418,6.478591035670089,8.583152689412108,0.2394656256449444,0.2692914243615849,0.24960821539148362,,0.23946562564494603,0.2462870771035977,0.23946562564494603,0.23946562564494503,0.2462870771035977,0.24075559641673375,8.583152689412108,6.478591035670081,3.0492301289996293e+18,0.036817883539932005,0.04510980403280575,0.03683616504880175,0.045661272198307394,0.05934694040968993,0.6073752440215275
Adult Dataset,,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}""}",3243.2123371261923,0.016963728686897075,0.05008512376602212,0.09914389307942136,0.07050540793487095,0.12011872742706457,0.24847039742740548,0.11760758480740713,0.02327084781875457,0.020107516185938208,3.4203078514881806,14.401045903800075,0.2262720751695366,2.3902873219689993,3.2758944426374197,14.136088564767768,0.18596472789296803,0.23191445515556364,0.20447279857930337,,0.18596472789296908,0.20015300360343888,0.18596472789296908,0.18596472789296822,0.20015300360343888,0.187066581407353,14.136088564767768,3.2758944426374197,3.0492301289996293e+18,0.037036085277630686,0.04494475254728449,0.03690317240051442,0.045629471677349424,0.06137150425378203,0.47118579242814446
