data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.01024102996699124,0.020914916233552672,0.027348840208698193,0.019849430573687633,0.0162872384183111,0.030464273888243045,0.020909217624133017,0.016250099829315287,0.018649393972335497,0.02647733249585318,0.022950791476942317,0.009581519096963927,0.00963501686997182,0.03854944783786102,0.03258602420276552,0.06760194496428071,0.06410325430441878,0.027722631085935822,0.022487176093846383,0.024699301884379642,0.02445561171475789,0.027509663889431962,0.030566568569514764,0.04367790866888659,0.04280499295050794,0.017942758685188017,0.01275176471374452,0.11032836812190414,0.08846230024961849,0.09120961135219512,0.055570682951415915,0.022690465713124896,0.02104450658666724,0.002246691658872482,0.0028374231922127175,0.07911166677167542,0.051691775401534294,0.003323407388201203,0.0033234073882012125,0.13104839932284582,0.04059987707037421,0.07470643230417566,0.04749127733925537,2.656353379935566e+18,0.008324186821589592,0.010829536926174884,0.00601783491076257,0.013640324939110783,0.02331355094310197
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.013928759323345228,0.03164388699200245,0.02898899403637816,0.023403875719132973,0.017600300691651506,0.02818510430474378,0.034073320289831614,0.01829152069857058,0.014974535351291143,0.027700895190021738,0.03310509369507724,0.014032908276193475,0.010108073260859591,0.03679199421803723,0.04383369205800511,0.06649194851780434,0.08044229219557035,0.0272115313572362,0.03186405682078102,0.02621979069395434,0.03279325436752035,0.025742760102894346,0.03729522460218558,0.042467478862601736,0.04340649961703954,0.016689775660672975,0.018109539192005236,0.10777299545366069,0.12529226733753304,0.0761428025933595,0.08171905534750461,0.01667459556303508,0.021935535316809102,0.002078529928365574,0.004010410217803489,0.06986307651490653,0.07422751168926628,0.003562410926951861,0.003562410926951861,0.1205803712955306,0.0391922440355004,0.0889121528387668,0.06435698097796004,2.656353379935566e+18,0.007404310581975898,0.015264371863866337,0.007909053664048189,0.013859792744654821,0.03130247096603812
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",FairBalance Bias Mitigation,{},0.006701944701455311,0.0157587651569815,0.01690299927002448,0.013789385102312384,0.006755464963489915,0.014935452520980382,0.010168778743423227,0.007812002880905121,0.008904204213868857,0.01567530180063581,0.0069837176266914335,0.006657138158864102,0.008770426325650973,0.02325361183505662,0.025879577154202135,0.04435998682298542,0.04812423311038634,0.017926753736887194,0.01373956783894933,0.015214788146697173,0.010533366260793294,0.02325361183505662,0.025879577154202135,0.03915756861501945,0.046067768598016784,0.017926753736887194,0.01373956783894933,0.057265480906190346,0.03186815158295794,0.165354064694797,0.24264056618805577,0.006998064882876879,0.010526398849340436,0.0022374759357232194,0.003031617272307076,0.09663376874338722,0.08756769343502746,0.0033488724170356323,0.0033488724170356366,0.25735848500216213,0.025111797318298195,0.09495421181678507,0.05186707558543312,2.656353379935566e+18,0.005763972698193,0.005123737172970029,0.004630301807980038,0.006951801104191784,0.017478342340968085
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",FairMask Bias Mitigation,{},0.008390026505623855,0.01822418128068222,0.018447331434969367,0.01623784822262413,0.00706181591824652,0.01741692933147321,0.010931665559576854,0.007715244588323259,0.008367667296660811,0.015585352400293384,0.009135212490064751,0.00906677023008879,0.010076321865311879,0.026254492102297577,0.02105908640468624,0.05324430954584045,0.04177526126634139,0.01949956709817667,0.01279912380564766,0.016811408532175418,0.011274571999722241,0.022496742194885243,0.02105908640468624,0.03283615115564256,0.04036632662285391,0.01949956709817667,0.01279912380564766,0.06987986671328225,0.034539994175432416,0.15469277771780418,0.23521450488398676,0.0,0.0,0.0024445752144693655,0.002750254012564015,0.1034112994237693,0.0896451251837537,0.00305746735348477,0.0030574673534847626,0.19135415470240846,0.020505446516243104,0.09664320280202474,0.04901389162078387,2.656353379935566e+18,0.005831097399939968,0.0056795683297923985,0.005048746044600921,0.008197785466767225,0.021211566447612743
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",No Bias Mitigation,{},0.007444420450531651,0.017481996256583223,0.01599200858641585,0.015205781848936709,0.00507646189093217,0.018562154920168508,0.010698785179132524,0.005986706242549758,0.007087095819572847,0.015918154937460405,0.009994237134694398,0.008599222808210388,0.009145741855545017,0.03281692956907915,0.027500253124660784,0.06286298453633957,0.05364717817233581,0.021199718381196723,0.01444297498893893,0.01896428067824171,0.012840155733933139,0.03187375579693631,0.027500253124660784,0.056071167086071294,0.05014810111610613,0.021199718381196723,0.01444297498893893,0.07518683014585945,0.03706150174598152,0.19075271971863247,0.2631715615630314,0.007880775701543488,0.009787575477481998,0.0026349013861598383,0.003164995176742014,0.11839315408116029,0.09823376672034392,0.003801939397044689,0.0038019393970446873,0.2070870484714893,0.021585219932965753,0.12424189617985504,0.06150006909969986,2.656353379935566e+18,0.005466222193978891,0.004764221931583686,0.004483767443567629,0.006870169041090873,0.019578994754259324
Adult Dataset,DecisionTreeRegressor,"['race', 'sex']",Reweighing Bias Mitigation,{},0.007684917758131914,0.018206340431411422,0.017703440278848924,0.015300082194606554,0.007102494438633056,0.01567542856717808,0.01107893143629254,0.008304918619059534,0.009223616731380084,0.015652281186929,0.007113684195251586,0.008957096087001326,0.009880649791760322,0.030673957170821917,0.02881438494045787,0.061031810770003164,0.053196892047784584,0.019065657613025117,0.014407499351849592,0.019066310171130075,0.010777739310434523,0.018869319875795376,0.02881438494045787,0.03434359864706061,0.04203693492224589,0.019065657613025117,0.014407499351849592,0.07379135556573743,0.04113384004885128,0.14652314799355926,0.2311754879046417,0.0071900637536956614,0.010739886713858284,0.0023391404658645743,0.0030587985257044046,0.10339274220937877,0.09690197179157334,0.0032540581853616325,0.003254058185361634,0.20162877351006295,0.020257139623210556,0.09295011259021072,0.05655340133147644,2.656353379935566e+18,0.005481274747841278,0.005378134954606734,0.005078913442998979,0.007964310744905301,0.0196932718228492
Adult Dataset,LogisticRegression,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.009696465003795316,0.03127051483129317,0.034208541982529504,0.02790321516149452,0.014566340150534516,0.019983860254778132,0.021055984955125152,0.015005915352212833,0.015189665051922702,0.021372587509772663,0.022818564625806358,0.009582026334627926,0.007830710431305225,0.03621750420286859,0.04295896712837905,0.07330341316744837,0.08987583284491822,0.01766020392579621,0.02006511364217689,0.02025934563124924,0.02310071141134772,0.02591058811570321,0.03043158752084127,0.05059851185564143,0.052462377953356905,0.01617402565542381,0.01794041995276754,0.1021192711098025,0.10786829679327041,0.13585100714952922,0.14397767605814152,0.006690641976775385,0.03251230946574796,0.001998720997179165,0.00394530453389621,0.11126808432247498,0.11609289651101316,0.00354592517354005,0.003545925173540048,0.19077374996084182,0.026961139868645255,0.10499195726585606,0.05673957780211683,2.656353379935566e+18,0.009003594521461263,0.008676058882700304,0.008771906807735852,0.010564353530549705,0.030156538361736252
Adult Dataset,LogisticRegression,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.009175036803627062,0.03601662557755169,0.03167280343655542,0.026735055167692506,0.012946662516785293,0.019045241183174206,0.020293653103621453,0.013518076381341376,0.012132201895568408,0.02006924548402207,0.02271392391476506,0.009162239088728923,0.0076762892235790175,0.030909134718459793,0.04896264759391162,0.05982218699342883,0.1024878645376807,0.018271051600144653,0.017372200303836446,0.019270568319114962,0.02379862324694299,0.019945963387170633,0.03456415669725883,0.03656178739290781,0.05763882151517673,0.017027439192675256,0.015003632389850243,0.10041420826561472,0.0975072326300262,0.13384225471741765,0.12290930065526791,0.006691545091209824,0.02815384496333732,0.002075730853689756,0.0033001433909091173,0.11080671233122591,0.10072879318460788,0.0032082762775251412,0.003208276277525157,0.20722413359302727,0.026881446712688474,0.08200623628136935,0.043997010381386106,2.656353379935566e+18,0.007995328243048307,0.009044733052316364,0.008708663189480314,0.008301506735285761,0.03056112972420986
Adult Dataset,LogisticRegression,"['race', 'sex']",FairBalance Bias Mitigation,{},0.00612428252592347,0.01370073891945478,0.012459443269810867,0.011602905546320196,0.007247855531337375,0.01780700462028228,0.013784133837522628,0.008714636348835928,0.00911511710087008,0.015973590110966655,0.010672482224232803,0.0070512045415400855,0.008185882100428489,0.023293623019408866,0.02077633560197931,0.04411172931008316,0.03252046416287885,0.021969115044848796,0.017308856593798216,0.0185391050649467,0.014298460753442332,0.012552398142266056,0.012344571260913382,0.033292345077579756,0.03113124724900856,0.021969115044848796,0.017308856593798216,0.059253902238896435,0.03803381795864231,0.10080913582031413,0.12603959656222063,0.00460818695174026,0.006464667293171396,0.002728394655726766,0.003725631557569586,0.07704482856060375,0.06908888105479902,0.003833035442204753,0.003833035442204749,0.14326232932534827,0.03614751616795474,0.07710339242209323,0.04079565094401932,2.656353379935566e+18,0.00616636863309402,0.005645932769811576,0.003097653839999219,0.007016627084410294,0.014044143691542494
Adult Dataset,LogisticRegression,"['race', 'sex']",FairMask Bias Mitigation,{},0.005423020495213612,0.016713982119462237,0.013621389707729054,0.012493891139140996,0.006351735684823218,0.0123606953160076,0.007397079279450569,0.0069563083510583755,0.008498319107996437,0.014849693682407298,0.006870238968708388,0.005586611062857016,0.006900967295189093,0.028170544264640312,0.023444130801805546,0.05774364831195695,0.04479793272966685,0.013716857783666535,0.011164912414660036,0.015631851294741643,0.008983123415946499,0.020086850321228537,0.023444130801805546,0.03436270042584121,0.04479793272966685,0.013716857783666535,0.011164912414660036,0.061997137336282496,0.029605868257453066,0.16034090438958004,0.4796034419288822,0.0,0.0,0.0016948118268662708,0.0024035741082379597,0.09920540249134094,0.11845440483516097,0.003095275513091987,0.003095275513091981,0.3548829727184959,0.01835171839139423,0.07664560567634837,0.040044836619500486,2.656353379935566e+18,0.005328552671785738,0.0038476451070909405,0.0037801886829449878,0.007138413845574721,0.015204275179276932
