time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,race|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,race|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,race|[SPD] Statistical Parity Difference,sex|[DI] Disparate Impact,race|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|race|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|sex|[DI] Disparate Impact,VAR|race|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness
2024-01-07 16:06:46.103812,4,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6801112656467316,0.6833193449167094,0.7733973773118266,0.012900188134467645,0.038590044345966745,0.04390966183160583,0.04188029674898597,0.030936093264354675,0.03809437718092065,1.051012609084144,0.9732224191540084,0.014509315016026356,0.23169933626190936,0.0002949932393352693,0.000705021570405685,8.965154285148258e-05,7.471656638087615e-06,0.00044066861049768026,0.00012045783420801651,0.00017844906690234896,0.00041123769141575067,0.00037245190033336265,0.0011459642993558532,0.0036328826170966477,3.723101028696465e-05,0.017548653357135242
2024-01-07 16:06:45.883267,4,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6717663421418637,0.7083752502986692,0.6792720369279156,0.0197728929168776,0.0262713082759484,0.0345164109956059,0.0390852105708501,0.027997190781183,0.0326451355390426,1.0504795941165612,0.9610243429424956,0.0133506202595553,0.233770924924388,9.478471296674236e-05,0.0005921535388005,5.382748629379248e-05,0.0001988949038667,0.0001239846441215,0.0002931152893864,0.0002014231390488,0.000964249134328,0.0002791261191791,0.0041536588045864,0.0030036398804021,3.113174900223676e-05,0.0090982955028218
2024-01-07 16:06:45.827127,4,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.6825452016689847,0.6921001503772638,0.755615930172727,0.1062847560509861,0.1664336114780247,0.0838652965506044,0.1561623267611727,0.1293721490824186,0.1965347231045139,1.2266760397804075,0.7300832909243233,0.0515686869995995,0.4067273790889664,0.0001406053841585,0.0005723260066163,7.657605871065062e-05,0.0013880383343166,0.0012998877583231,0.0021746449011171,0.0010509718881637,0.0020813717002355,0.0017800178901637,0.0064105550134128,0.0022953288490079,0.0001320068038923,0.0072280227658336
2024-01-07 16:06:45.763045,4,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6797635605006954,0.6830768485384168,0.7727193416046518,0.2450437896027129,0.1587316382648069,0.1820025720818063,0.1364594684232192,0.261184828917643,0.1862846264069336,1.460865660529475,0.7487837919607159,0.0632049613026901,0.5379135097553265,0.0003108309911192,0.0006976909813722,7.93226318804545e-05,0.0010467922057649,0.000937904555359,0.0008670693465346,0.0007902483141116,0.000619036267127,0.0014509635181067,0.0020998246345258,0.0020718318310428,3.6376473077173686e-05,0.0006422841898637
2024-01-07 16:06:45.722817,4,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6644645340751043,0.6678800496300893,0.7696086712067173,0.0082318221911756,0.0258917995136265,0.0405854841932432,0.0336544820385349,0.0165343111868405,0.0241972107159495,1.026148711822907,0.9678536076786376,0.0088319041475082,0.1724648065237512,0.000343715483373,0.0008329009435296,1.7835131008242596e-05,4.171785763450039e-05,0.00026539923073,0.0004154417297389,0.0005386135311428,0.0002852455334626,0.0005276207314995,0.0006844203571159,0.0016404027770412,1.5691818413410517e-05,0.0058697912438418
2024-01-07 16:06:45.662761,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6620305980528511,0.6644144144144144,0.7583547557840618,0.0151780092049047,0.0740906153036066,0.054180602006689,0.0593382554006016,0.0611303344867358,0.0217611336032388,1.100952380952381,1.0360738255033557,0.0195662728909917,0.4580202323161371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07 16:06:45.310938,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6648122392211405,0.6957671957671958,0.6760925449871465,0.0326428949686106,0.0392693057806042,0.0600148643626904,0.0372162975116215,0.0782718594321332,0.0132265147876209,1.1533597788195695,0.9752503852080124,0.0197345641160551,0.360910443705587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07 16:06:44.992217,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.6717663421418637,0.6750572082379863,0.7583547557840618,0.1594896404276818,0.149896044492957,0.1553697510219249,0.1427672955974843,0.1967532945593757,0.1965878679750222,1.345663842721335,0.7332021791767555,0.0607570010116817,0.4358462180490011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07 16:06:44.680335,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6675938803894298,0.668918918918919,0.7634961439588689,0.2644958209845596,0.1425057401519106,0.220958751393534,0.1021602406343997,0.2905101965692409,0.181757359500446,1.5182558444969791,0.7533292978208233,0.0661191076309431,0.5418644121257982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07 16:06:44.561213,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6467315716272601,0.6439232409381663,0.7763496143958869,0.0016341279562135,0.0505284499103948,0.045224823485693,0.0153130981678971,0.0443446464943925,0.0007205105331777,1.0689010905208571,1.001105379513633,0.0131093061178696,0.2836052137886395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
