time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id
2024-01-18 12:20:58.915543,10,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6767732962447844,0.6831657930954046,0.7654902099526708,0.14437298541787813,0.1128224740101674,0.1687572298308288,0.30940823482391566,0.03801988931466786,0.2674669375433517,0.00018964680120937588,0.000370894012986031,0.0015630724142096102,0.0018845777146667582,0.0008132398809330068,0.0012626482445834996,0.007351051139939278,6.476462315952612e-05,0.004181274011673822,43737983442574710
2024-01-18 12:20:58.894567,10,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6767732962447844,0.6831657930954046,0.7654902099526708,0.1443729854178781,0.1128224740101674,0.1687572298308288,0.3094082348239156,0.0380198893146678,0.2674669375433517,0.0001896468012093,0.000370894012986,0.0015630724142096,0.0018845777146667,0.000813239880933,0.0012626482445834,0.0073510511399392,6.476462315952612e-05,0.0041812740116738,43737983442574710
2024-01-18 12:20:58.874248,10,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6695410292072322,0.6777218565957365,0.7579404157610166,0.1459723934572078,0.1016158069018389,0.1661418420957121,0.3028892789930006,0.0374353191053097,0.2634654737904668,0.0001753323751694,0.0003143718784931,0.001735868902212,0.0009437409886116,0.0007895091223122,0.0005889322327161,0.0038763712565625,3.0230185516354977e-05,0.0022149950860383,43737983442574710
2024-01-18 12:20:58.854121,10,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6767732962447844,0.6831657930954046,0.7654902099526708,0.1443729854178781,0.1128224740101674,0.1687572298308288,0.3094082348239156,0.0380198893146678,0.2674669375433517,0.0001896468012093,0.000370894012986,0.0015630724142096,0.0018845777146667,0.000813239880933,0.0012626482445834,0.0073510511399392,6.476462315952612e-05,0.0041812740116738,43737983442574710
2024-01-18 12:20:58.834166,10,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6596662030598053,0.667014974337234,0.7607422769932188,0.028043826766892,0.0431960391154631,0.0223157264877603,0.0351093487602353,0.0050510580101787,0.0350373497106867,0.0001474192443917,0.0003855698322137,0.003076822553846,0.0005432252458913,0.0006607668353812,0.0003054906262351,0.0007110048286814,1.5981196358312373e-05,0.0006975747192703,43737983442574710
2024-01-18 12:20:58.813966,10,Compas Dataset,Reweighing Bias Mitigation,NaiveBayes,,['race'],{},0.6379694019471488,0.6178376462640779,0.8880458683829776,0.1334584331095913,0.0784956518206868,0.1433198181835513,0.1947638463275674,0.0323376424914065,0.1776246154639782,0.0001126003702406,0.0001839163439113,8.3260522708696e-05,0.0005428536744522,0.000553209698181,0.000419900248692,0.0009230508259907,2.4466613341498866e-05,0.0006485128855942,43737983442574710
2024-01-18 12:20:58.793250,10,Compas Dataset,FairBalance Bias Mitigation,NaiveBayes,,['race'],{},0.6408901251738526,0.6214359822997684,0.8804427804089221,0.1408775675678304,0.0832490699507774,0.1512282026188081,0.2094605981733348,0.034121916353458,0.189830301417845,0.0001229493133911,0.0001730126608686,8.42628050660164e-05,0.000620493199068,0.0004404581022656,0.0004399510613139,0.0010001776165073,2.569987894836293e-05,0.0006906943586129,43737983442574710
2024-01-18 12:20:58.772651,10,Compas Dataset,FairMask Bias Mitigation,NaiveBayes,DecisionTreeRegressor,['race'],{},0.6403337969401948,0.6208283541240582,0.8814721799909309,0.1430180555669003,0.0849126372462532,0.1530699239234358,0.2118551830422958,0.0345329725066301,0.1917344105304906,0.0001215565584251,0.0001730413364071,8.258384390350652e-05,0.0007372233280777,0.0004516488933067,0.000520211493468,0.0012233244415009,2.9700474079155127e-05,0.0008375856380819,43737983442574710
2024-01-18 12:20:58.749970,10,Compas Dataset,No Bias Mitigation,NaiveBayes,,['race'],{},0.6388038942976355,0.6192628202249334,0.8834994644378609,0.1578715661459101,0.093420225776021,0.1663873519914602,0.2306348157152409,0.037542483862419,0.2070017844906769,9.480405678571516e-05,0.0001544197928915,6.45063894463466e-05,0.0009263266840075,0.0006268240364093,0.0006715084548762,0.0016055019731168,3.8486961179314665e-05,0.001055277770885,43737983442574710
2024-01-18 12:20:58.719003,10,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6305980528511822,0.6119702391850155,0.8906693916473951,0.0235641407658081,0.0262321427145422,0.0262635144444908,0.0335023927796306,0.00591785453835,0.0331770502867763,0.0001838436555175,0.0002951746339039,0.0002617825319771,0.0003112601604622,0.0002707761213441,0.0001904932621592,0.0003263946469057,9.88260617139134e-06,0.0003110835689438,43737983442574710
