time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|sex|unprivileged mean_pred,VAR|sex|privileged mean_pred,VAR|sex|unprivileged acc,VAR|sex|privileged acc,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[ERD] Error Rate Difference,VAR|sex|[A_AOD] Absolute Average Odds Difference,VAR|sex|[A_EOD] Absolute Equal Opportunity Difference,VAR|sex|[A_SPD] Absolute Statistical Parity Difference,VAR|sex|[DI] Disparate Impact,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|sex|[FR] Flip Rate,VAR|sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|sex|[DF] Differential Fairness for One Attribute,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,id
2024-03-01 15:58:33.793096,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8050353085661652,0.6033898305084746,0.4702774108322325,0.528582034149963,0.18114829597789378,0.15428571428571428,0.19392840960579974,0.8561904761904762,0.7806977797915723,0.055530083116068135,0.09143979412163072,-0.039642695320085464,0.07549269639890394,0.055530083116068135,0.09143979412163072,0.039642695320085464,0.795580774365821,0.2569433955931466,0.11513662879950876,0.008660027871289064,0.22868289724424554,0.008660027871289064,0.008660027871289075,0.22868289724424554,0.04800901843150226,0.09143979412163072,0.05553008311606811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:48:08.401331,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",0.8139392078599939,0.6360360360360361,0.4663143989431968,0.538109756097561,0.1704022106232729,0.1295238095238095,0.1898504757589488,0.8923809523809524,0.7766198459447213,0.0715140859669591,0.157632398753894,-0.0603266662351393,0.115761106436231,0.0715140859669591,0.157632398753894,0.0603266662351393,0.68224116376861,0.4657573496095313,0.1357077064783543,0.0131784836212577,0.3823720710809185,0.0131784836212577,0.0131784836212578,0.3823720710809185,0.0718215788258579,0.157632398753894,0.0715140859669591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:39:37.266947,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.803807184525637,0.6046099290780141,0.4504623513870541,0.5162755488266464,0.1731654897144611,0.1485714285714285,0.1848663343905754,0.861904761904762,0.7761667421839601,0.0656012140464465,0.1148042801029391,-0.0362949058191468,0.0857380197208017,0.0656012140464465,0.1148042801029391,0.0362949058191468,0.8036694677871148,0.2442926353211809,0.1231194350629413,0.0079286964077937,0.2185672040494573,0.0079286964077937,0.0079286964077937,0.2185672040494573,0.0435635043281484,0.1148042801029391,0.0656012140464465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:37:30.495618,1,Adult Dataset,LFR,LogisticRegression,,['sex'],{'c': 'LFR'},0.8369665336198956,0.6883333333333334,0.5455746367239102,0.6086956521739131,0.184218606079214,0.0619047619047619,0.2424105120072496,0.9161904761904762,0.7992750339827821,-0.1293392387696037,-0.1716510903426791,-0.1805057501024877,0.1169154422076941,0.1293392387696037,0.1716510903426791,0.1805057501024877,0.2553716065865599,2.9158621170401866,0.0162726435369972,0.0394318502865135,1.365035513895202,0.0394318502865135,0.0394318502865135,1.365035513895202,0.2137098106326092,0.1716510903426791,0.1293392387696037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:35:09.370368,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.8492477740251766,0.726962457337884,0.5627476882430648,0.6344005956813106,0.1799201719373656,0.1019047619047619,0.2170367014046216,0.9257142857142856,0.8128681468056185,0.0161230189851155,0.0746850873628607,-0.1151319394998597,0.1128461389086672,0.0161230189851155,0.0746850873628607,0.1151319394998597,0.4695277860622328,1.1297994063070351,0.1307952103162419,0.025150807655583,0.7560277998438419,0.025150807655583,0.025150807655583,0.7560277998438419,0.1371902963746237,0.0746850873628607,0.0161230189851155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:35:08.794118,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.7982806263432607,0.5457038391224863,0.7886393659180978,0.6450567260940033,0.3358919250844335,0.2019047619047619,0.399637516991391,0.8714285714285714,0.7634798368826461,-0.0324887655951405,0.0544087769199511,-0.1977327550866291,0.1079487345459253,0.0324887655951405,0.0544087769199511,0.1977327550866291,0.5052197386891264,0.9793367586837765,0.158428001228124,0.0431951247585677,0.6827618182296116,0.0431951247585677,0.0431951247585677,0.6827618182296116,0.2846943251669279,0.0544087769199511,0.0324887655951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:35:07.903227,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.8480196499846484,0.7099358974358975,0.5852047556142669,0.6415640839971036,0.1915873503223825,0.0561904761904761,0.2560036248300861,0.9257142857142856,0.8110557317625736,-0.1473674926803381,-0.1978734931599621,-0.1998131486396099,0.1146585539517121,0.1473674926803381,0.1978734931599621,0.1998131486396099,0.2194909397387273,3.5559967130778034,0.0,0.0436495909851095,1.516444324135554,0.0436495909851095,0.0436495909851095,1.516444324135554,0.2378882074227818,0.1978734931599621,0.1473674926803381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:35:07.103404,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.8446423088731962,0.7034035656401945,0.5733157199471598,0.6317321688500728,0.1894381332514584,0.0438095238095238,0.2587222473946534,0.920952380952381,0.8083371091980064,-0.1905538978034501,-0.2761343627251795,-0.2149127235851295,0.1126152717543746,0.1905538978034501,0.2761343627251795,0.2149127235851295,0.1693303310816445,4.905616516617088,0.0251765428308259,0.046948124014133,1.775903850061748,0.046948124014133,0.046948124014133,1.775903850061748,0.2545817461941494,0.2761343627251795,0.1905538978034501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300446776908415421
2024-03-01 15:35:06.442344,1,Adult Dataset,FYP VAE,nn keras,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8130181148295977,0.6341463414634146,0.4770642201834862,0.5445026178010473,0.1762357998157813,0.1531190926275992,0.1873578899499772,0.8582230623818525,0.791268758526603,0.0610505551180999,0.0888411321060742,-0.034238797322378,0.0669543038552495,0.0610505551180999,0.0888411321060742,0.034238797322378,0.8172545744856571,0.2236089355992343,0.0997850782929075,0.0075092036245307,0.2018046359806259,0.0075092036245307,0.0075092036245307,0.2018046359806259,0.0412692759520189,0.0888411321060742,0.0610505551180999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540257146343219110
2024-03-01 15:35:05.131342,1,Adult Dataset,FYP VAE,nn keras,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7927540681608842,0.5626780626780626,0.5176933158584535,0.5392491467576792,0.2155357691126803,0.2088846880907372,0.2187357889949977,0.8062381852551985,0.7862664847658026,0.0647678723873653,0.0617008623253048,-0.0098511009042605,0.0199717004893958,0.0647678723873653,0.0617008623253048,0.0098511009042605,0.9549634700863434,0.0471604740122515,0.1314092723365059,0.002160529235866,0.0460821904514918,0.002160529235866,0.002160529235866,0.0460821904514918,0.012530346081791,0.0617008623253048,0.0647678723873653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540257146343219110
