time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness
2024-01-06 22:16:08.375934,2,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6926286509040334,0.7143911821786775,0.7763223167023642,0.03425191421449765,0.059634313829286634,0.029060233480679376,1.0075600130095559,0.006577865641702196,0.046483944582908214,0.00043523592688810085,0.0005744659633139038,0.00021466806484407762,0.0006462603330372581,0.0006345611278606605,1.5152296801904017e-05,0.0021903953466773153,1.0333082080262604e-06,4.162300867472809e-05
2024-01-06 22:16:08.364824,2,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6787204450625869,0.732824427480916,0.6954834342007739,0.0532964862563061,0.0866166272586109,0.024671093458274,1.0470069403727424,0.0056396904215211,0.0455509839253606,0.0002340602095709,0.0005244449624147,9.959538405703755e-05,0.0001980222324552,8.299191883315014e-06,0.0002238898883715,0.0008428400096066,1.2211256963717166e-05,0.000769252123282
2024-01-06 22:16:08.344664,2,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.700278164116829,0.7141111576595447,0.7995821344989991,0.1638586379817051,0.1124545630999435,0.1886788531651935,0.7544492404548139,0.0425660736496563,0.2817875720067065,4.835954743201069e-07,3.992912742591826e-05,1.488160965684663e-05,7.70490710612858e-05,0.0002471689755405,2.1482031922370795e-05,2.310108701160975e-05,2.276531394641279e-08,4.058673496901355e-05
2024-01-06 22:16:08.327473,2,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6968011126564673,0.7149122807017544,0.7875013860762079,0.1345156512239529,0.0810692817146621,0.1586461079425749,0.7852325662777538,0.0357647868988182,0.2418593540554642,1.934381897280428e-06,7.694675284703034e-05,1.334736866821788e-05,2.8650162453830296e-06,0.0002143107871999,8.74442087103197e-05,0.0001035929408152,1.8439904296598128e-06,0.000168028210958
2024-01-06 22:16:08.314277,2,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6835883171070932,0.7115287484280619,0.7569931192258983,0.0613565044881329,0.1041485066111425,0.0482094193450974,1.0646302012411062,0.0110520909701118,0.0796278822328892,0.00030224717145,0.0004183347628112,0.0002243517838796,0.0018273445346353,0.0024103057301884,0.0012895355624578,0.0071564034184816,6.946029653397225e-05,0.0035355575748138
2024-01-06 22:16:08.294087,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.713490959666203,0.738359201773836,0.7909738717339667,0.0596735650860924,0.0848248106060606,0.0329528286050024,1.0543616726668512,0.007594383328723,0.0529355342067705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:16:08.192875,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.694019471488178,0.7557251908396947,0.7054631828978623,0.0673685235095005,0.0837357954545454,0.03963404398187,1.0760386473429953,0.0091341513189583,0.0732863786995851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:16:08.082310,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6995827538247567,0.7204301075268817,0.7957244655581948,0.1726363980069784,0.0967329545454545,0.1840439818700688,0.7592555994729907,0.0424151918616685,0.2754168000778887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:16:07.977974,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6981919332406119,0.7236842105263158,0.7838479809976246,0.1362082871107824,0.0664299242424242,0.149294947121034,0.7954106280193236,0.0344068508069274,0.2288967844429958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:16:07.924446,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.7009735744089013,0.7319819819819819,0.7719714964370546,0.1041039551096066,0.1532433712121211,0.084119523249958,1.1492257296009531,0.0193863753745447,0.1390884370134652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:10:48.072948,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6717663421418637,0.6904231625835189,0.7616707616707616,0.0088302633429028,0.0344438170525126,0.0251676383563562,0.9607583533522605,0.0055613479546813,0.0400323549590458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:10:47.959085,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6634214186369958,0.7099236641221374,0.6855036855036855,0.0392244490031117,0.0894974590626763,0.009708142934678,1.01797523340249,0.002145229524084,0.0178155891511361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:10:47.827124,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.7009735744089013,0.7077922077922078,0.8034398034398035,0.1550808779564318,0.1281761716544325,0.1933137244603182,0.749642881436637,0.0427169554376442,0.2881583439355244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:10:47.712237,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6954102920723226,0.706140350877193,0.7911547911547911,0.1328230153371234,0.0957086391869,0.1679972687641157,0.7750545045361841,0.0371227229907091,0.2548219236679326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:10:47.624983,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6662030598052852,0.6910755148741419,0.742014742014742,0.0186090538666592,0.0550536420101638,0.0122993154402367,0.9800346728812594,0.002717806565679,0.0201673274523131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:38:05.279734,2,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.678720445062587,0.7006396229590978,0.7653477161558637,0.0182919008923262,0.0723581686213916,0.0431715985700108,0.93577793456145,0.0098421350933629,0.0673823715071036,1.740943707552431e-05,6.942106837983002e-05,6.275766542766887e-05,5.408310450356298e-05,0.0001401463688053,0.0008565894539112,0.0017588591720649,4.539326144965933e-05,0.0020112567395205
2024-01-06 21:38:05.269620,2,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6675938803894297,0.716750265997872,0.692330867931662,0.0113325649251698,0.0721067754897951,0.0320892505032862,0.9500028196589628,0.0073400121092306,0.055809752483769,3.095011035648746e-05,7.638637781306605e-05,0.0001991780716174,8.757759878880092e-05,0.0015322050537168,0.0009299612521897,0.0028052322949313,4.877745502231958e-05,0.0027927930191177
2024-01-06 21:38:05.249631,2,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6856745479833102,0.7030937980030723,0.7799776696046693,0.1598382449903553,0.1111882077158901,0.1791167997406103,0.7622039915083063,0.0405398086122551,0.271723715860372,0.0,1.965223124510373e-05,2.7302656069934986e-05,1.381358911887464e-05,0.0008280435574584,0.0002510961270669,0.0002121981646306,1.6666912347896863e-05,0.000365346503507
2024-01-06 21:38:05.239567,2,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6835883171070931,0.7038419913419913,0.7713586096079775,0.1371035565540138,0.0875223620672858,0.156705521179599,0.7863698024908843,0.0355026781517367,0.240925422197664,1.2089886858003058e-05,3.73897837371865e-05,0.0001312770448122,0.0001435421755458,0.0021612467105147,0.0007018570943875,0.0007382870297132,4.13061214559042e-05,0.0011948611335165
2024-01-06 21:38:05.225508,2,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['Sensitive KL loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6696801112656467,0.692530592266275,0.760707365485952,0.0085911477820154,0.0622845634282644,0.0281206756591342,0.974670198020587,0.0064047384618955,0.0445210629020682,1.2089886858002672e-05,0.0001419398737232,1.7173727777640405e-05,4.767599446786536e-05,0.0011219123412124,0.0002845122871031,0.0018804976880659,1.5147480121681328e-05,0.0007100550913298
2024-01-06 21:38:05.209517,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.674547983310153,0.6923076923076923,0.7574257425742574,0.0109377792925997,0.0841965117827187,0.0139040490669993,0.9777166895747428,0.0031046829451351,0.0225353343750867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:38:05.100206,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6620305980528511,0.7080103359173127,0.6782178217821783,0.001974274547713,0.1112501664225802,0.0015939844413257,1.0029672633446218,0.0003559262690995,0.0029628697079825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:38:04.999348,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6856745479833102,0.6986607142857143,0.7747524752475248,0.1561215812822866,0.0824124617228065,0.1632707867699291,0.776771014698741,0.0364572956180446,0.252609676425783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:38:04.891362,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6801112656467315,0.6977272727272728,0.7599009900990099,0.1251226477593574,0.041033151377979,0.1302129355302597,0.8135412402466103,0.0290756942980225,0.2063586587750274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:38:04.840342,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['Sensitive KL loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6662030598052852,0.6806167400881057,0.7648514851485149,0.0154959283337683,0.0957795233657302,0.0112531836374031,1.018034903577825,0.0025127620845673,0.0178742039627899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:31:05.088322,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6828929068150209,0.7089715536105032,0.7732696897374701,0.0256460224920526,0.0605198254600645,0.0724391480730223,0.893839179548157,0.0165795872415907,0.1122294086391205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:31:04.995072,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6731571627260083,0.7254901960784313,0.7064439140811456,0.0206908553026267,0.0329633845570099,0.0625845165652467,0.8970383759733037,0.0143240979493617,0.1086566352595554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:31:04.890442,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6856745479833102,0.7075268817204301,0.7852028639618138,0.1635549086984239,0.1399639537089736,0.1949628127112914,0.7476369683178715,0.0446223216064655,0.290837755294961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:31:04.787069,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6870653685674548,0.70995670995671,0.7828162291169452,0.1490844653486703,0.1340115727565927,0.1831981068289384,0.7591983647351582,0.041929662005451,0.2754921856203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 21:31:04.735409,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['Sensitive KL loss', 'POS Y VEC loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, POS Y VEC loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6731571627260083,0.7044444444444444,0.7565632458233891,0.0016863672302625,0.0287896034907987,0.0449881676808654,0.9313054924633491,0.0102967148392238,0.0711679218413466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
