time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-01-25 22:41:10.704918,2,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.842032545287074,0.699325465655432,0.598886759877449,-0.0204603810240988,-0.00327895016283852,-0.0770510797251973,0.548688438194427,0.00993957512828231,1.98198556586609E-05,0.00156163356112757,0.00104631779423441,3.85478552125723E-06,4.26899305846402E-06,0.000221673682522336,0.00656685732932266,4.03151038597811E-06,1
2024-01-25 22:41:10.700375,2,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.83988332821615,0.692545607986784,0.596306996796503,-0.041173406805225,-0.067331298954196,-0.0684220315250531,0.479771075197432,0.0088492238299427,1.03930515403916E-05,0.0011956778503965,0.0010434144935992,0.0012242869947247,0.0027226283166139,0.0010631445441624,0.0636630440037747,1.83115822644605E-05,1
2024-01-25 22:41:10.696107,2,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1542, latent_dim=26, mask_values=None vae_layers=(100, 75, 50), lr=0.010780000000000001, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.0235, 'optimizer': 'Adam', 'layers': (60, 30), 'input_dim': 34, 'sens_col_ids': [32]}, Pos Y vec loss: {'weight': 1296000.0}, Reconstruction loss: {'weight': 21.45}, KL divergence loss: {'weight': 0.0042}""}",0.806416948111759,0.671146445592275,0.371261339480854,-0.0201550778487668,-0.0276807838485942,-0.0427605410413936,0.447628100936132,0.0055187339349582,7.656921645064E-05,0.0033016414153308,4.13698927542268E-05,7.39655577695767E-06,0.0003275270103545,0.0001102704780369,0.0141571382138638,1.96706211678525E-06,1
2024-01-25 22:41:10.691799,2,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1055, latent_dim=32, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.0084, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 10800.0, 'sens_col_ids': [32]}, Pos Y vec loss: {'weight': 1728000.0}, Reconstruction loss: {'weight': 9.6}, KL divergence loss: {'weight': 0.004}""}",0.805342339576297,0.627714330659116,0.459372473878028,-0.0130535979035452,-0.0105415676786788,-0.0491631330727185,0.39559365052139,0.0063252441612967,3.39364948257678E-06,0.000607001852371,0.0030319583795816,0.0015564032171089,0.006068635908647,2.28424982219272E-05,0.0147913957683742,3.10965266676152E-07,1
2024-01-25 22:41:10.687514,2,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1795, latent_dim=23, mask_values=None vae_layers=(50, 30, 30), lr=0.01302, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1140000.0}, Reconstruction loss: {'weight': 12.15}, KL divergence loss: {'weight': 0.0049499999999999995}""}",0.803500153515505,0.691313621653428,0.32943624442382,-0.0296089674874984,-0.0475887828226498,-0.0427054477374087,0.528697386532108,0.0055172727803199,3.39364948257678E-06,0.0035397073611893,0.0012526752015325,7.78112589456338E-05,5.54179083522335E-05,0.000233834576783,0.0212248410613065,4.07782629651534E-06,1
2024-01-25 22:41:10.683240,2,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1214, latent_dim=24, mask_values=None vae_layers=(128, 32), lr=0.01778, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1408, 'lr': 0.04800000000000001, 'optimizer': 'Adam', 'layers': (32, 16, 8, 4), 'input_dim': 23}, Pos Y vec loss: {'weight': 768000.0}, Reconstruction loss: {'weight': 10.2}, KL divergence loss: {'weight': 0.0072499999999999995}""}",0.815474362910654,0.708345774000919,0.395120405576679,-0.0040916210734011,0.0060976591981032,-0.0423837306578152,0.424903729484998,0.0054746164916847,0.0001584645772281,0.0007833634733023,0.0109997293264002,3.69828206167573E-05,0.0002764689084298,0.0002029881253923,0.001011167336931,3.5513870282803E-06,1
2024-01-25 22:41:10.678265,2,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.845716917408658,0.717127133276202,0.581736574753251,0.0535433583323462,0.110499980676579,-0.0285398531992744,0.171934101866731,0.0036882371112727,2.85160824577641E-06,8.31899747952827E-05,0.0001025549604916,8.45153426369147E-06,5.74356684779324E-05,0.0001238463396365,0.0053192312497209,2.15098063271374E-06,2
2024-01-25 22:41:10.671372,2,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.80948725821308,0.568473876307823,0.829735636657585,0.002148794197173,0.064911306294862,-0.0936900048791786,0.355097004347816,0.0120877081167328,1.98198556586605E-05,0.0001544546982172,8.78519590172532E-06,7.32403843092409E-05,9.36904729508392E-05,0.0003826750021392,0.0088955142220619,6.91285005965259E-06,2
2024-01-25 22:41:10.664531,2,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.846638010439054,0.713978691078331,0.594069039849106,-0.0044859036310044,0.022154443536373,-0.0677138324694603,0.486122349002173,0.008732001520732,1.71803505055452E-05,5.39284209252863E-06,0.000220666410031,4.34475852159303E-05,0.0002708068207883,0.0001096905886502,0.0094797327872453,2.04004724873811E-06,2
2024-01-25 22:41:10.657718,2,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.846177463923856,0.71807385531829,0.583138728381386,-0.0650612745732408,-0.0819705372239779,-0.0991187404449204,0.90818691587642,0.0127697373946896,1.84765360718074E-05,8.37457975317567E-06,0.0002755203084062,0.0001487395515534,0.0006096345670293,2.56888763451013E-05,0.0031932681712272,5.91710509913209E-07,2
