time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness
2024-01-06 19:40:56.148651,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6768660176170607,0.6835317955727908,0.7756783092542164,0.05297616017402701,0.010502131574415041,0.04227329170204094,0.9483113586224411,0.009327589508686365,0.06585189154246533,1.0746566096002718e-05,6.56837676415343e-05,0.00018686521436039904,0.0004141758091965216,8.809248916855713e-06,0.0017163640637663216,0.004572989632129065,8.085748585235539e-05,0.004066451766838682
2024-01-06 19:40:56.120669,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6717663421418637,0.7060579712813847,0.6977918497836483,0.0606992028925063,0.033236517435374,0.042940175850409,0.982864225845546,0.0096067852958605,0.0774276473843767,9.027115520641994e-06,4.863349904260804e-05,0.0002015194489382,5.143612239916776e-05,0.0013091164474309,0.0008841718585363,0.00793054462268,4.243095885676152e-05,0.0028548777504348
2024-01-06 19:40:56.095586,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.683820120537784,0.6855646856853196,0.7932587663184751,0.1432529478817437,0.1353595802438129,0.1763403320705757,0.7688578710506461,0.0395400555683439,0.2656530180006739,0.0001293886557958,0.0002442405215726,0.0002943543494722,0.0035002955660236,0.0006352056150089,0.0024803753528195,0.0033184837448486,0.0001047218918272,0.0056047409779087
2024-01-06 19:40:56.067792,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6801112656467315,0.6858616560744221,0.7798885469298603,0.1119152308554126,0.1008426316164349,0.1438706410605674,0.8028829086868706,0.0322364743181787,0.2219619730607578,7.350651209665707e-05,0.0001773484005851,0.0003620534245289,0.0028215872326592,0.0003318865567876,0.0020090274444895,0.0031158229759631,8.63485090119871e-05,0.0048299411784023
2024-01-06 19:40:56.037790,3,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6722299490032452,0.6856266728079934,0.754112437266573,0.0306454013033398,0.0261403738639142,0.0156931575970671,0.983391175798114,0.0034954280883857,0.0260637587540865,0.0001152031885491,1.4504229176520564e-05,0.0013855383585021,0.0002394473993224,0.0002954710173505,8.477011808636946e-05,0.0006164811280075,3.862410161575849e-06,0.000250325403442
2024-01-06 19:40:56.017752,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.674547983310153,0.691609977324263,0.7568238213399504,0.0398814250046728,0.0065695296523518,0.0163240938166311,0.9738395932425784,0.0037024069513948,0.0265086775649195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 19:40:55.906728,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6703755215577191,0.7150259067357513,0.684863523573201,0.0531010937354212,0.0065184049079755,0.0048187633262259,0.9910763642106926,0.0010929257719634,0.0089636898906785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 19:40:55.785988,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6981919332406119,0.7075892857142857,0.7866004962779156,0.1124962258837629,0.1626022494887525,0.1731002132196162,0.7648094929081302,0.039260214987204,0.2681285050467024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 19:40:55.691370,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6898470097357441,0.7045454545454546,0.7692307692307693,0.0852767068089445,0.1196574642126789,0.1411002132196162,0.7995735607675907,0.0320024141086078,0.2236767424758685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06 19:40:55.651817,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'my model config': ""VAEMaskConfig(epochs=1250, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.011, \nlosses_used=['z->s ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])z->s ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6620305980528511,0.6886792452830188,0.7245657568238213,0.0456796222973786,0.0092280163599182,0.0096460554371001,0.983815343226342,0.0021877859258241,0.0163170588629207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
