time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|race|[ERD] Error Rate Difference,VAR|sex|[ERD] Error Rate Difference,VAR|race|[AOD] Average Odds Difference,VAR|sex|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|sex|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|sex|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[A_SPD] Absolute Statistical Parity Difference,VAR|sex|[A_SPD] Absolute Statistical Parity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-02-21 14:15:44.791952,1,Compas Dataset,FYP VAE,LogisticRegression,,"['race', 'sex']","{'c': 'MEAN W', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",0.6648122392211405,0.6764044943820224,0.7562814070351759,0.7141162514827994,0.6189151599443672,-0.0372008017922415,0.002355712603062443,-0.01818383678883595,0.002961648009162765,-0.03433147448264928,-0.021744966442952984,0.01818383678883595,0.002961648009162765,0.03433147448264928,0.021744966442952984,0.04807384573921536,0.03575140303471214,-0.04807384573921536,0.03575140303471214,0.0798925062284801,0.05525216832637325,0.0096661063407104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:59:32.617446,1,Compas Dataset,FYP VAE,LogisticRegression,,"['race', 'sex']","{'c': 'MEAN W', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.6662030598052852,0.6779279279279279,0.7562814070351759,0.7149643705463183,0.6175243393602226,-0.041091852375899,0.0254971246449109,-0.0382275280116173,0.0248608766979336,-0.0553690831725559,0.0183221476510067,0.0382275280116173,0.0248608766979336,0.0553690831725559,0.0183221476510067,0.0684050061481967,0.0624263839811543,-0.0684050061481967,0.0624263839811543,0.1153398278849158,0.0936395759717314,0.0200614746566955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:48:31.888841,1,Compas Dataset,FYP VAE,LogisticRegression,,"['race', 'sex']","{'c': 'MEAN W', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6606397774687065,0.6673913043478261,0.7713567839195979,0.7156177156177157,0.6397774687065368,-0.0315832027894285,0.0159587981246679,-0.0374641367705269,0.0187363139979474,-0.0409916219573434,-0.0018120805369127,0.0374641367705269,0.0187363139979474,0.0409916219573434,0.0018120805369127,0.0640507352569609,0.0507632970738354,-0.0640507352569609,0.0507632970738354,0.1038296129428628,0.0746806197336232,0.0164615899458566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:48.576322,1,Compas Dataset,LFR,LogisticRegression,,"['race', 'sex']",{'c': 'LFR'},0.4464534075104311,0.0,0.0,0.0,0.0,0.0892499199892196,-0.1270930044573778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:48.486530,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['race', 'sex']",{},0.6703755215577191,0.683371298405467,0.7537688442211056,0.7168458781362007,0.6105702364394993,-0.0103761348897535,0.0118940391233053,-0.0032706906512658,-0.0086314092447727,0.003594365303803,-0.0183892617449664,0.0032706906512658,0.0086314092447727,0.003594365303803,0.0183892617449664,0.0307830949854296,0.0297466454190628,-0.0307830949854296,0.0297466454190628,0.0513422017446516,0.0469199664857382,0.0094513899501122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:48.258730,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['race', 'sex']",{},0.6620305980528511,0.7088948787061995,0.6608040201005025,0.6840052015604682,0.5159944367176634,0.0250812741085114,-0.0107161828217741,0.0421674419817227,-0.0232913783620834,0.0604434812485134,-0.0277852348993288,0.0421674419817227,0.0232913783620834,0.0604434812485134,0.0277852348993288,0.0158084457695353,0.0170442735398046,0.0158084457695353,0.0170442735398046,0.0303049873258312,0.0321947389085198,0.0055729542460649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:48.028785,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['race', 'sex']",{},0.6717663421418637,0.6832579185520362,0.7587939698492462,0.719047619047619,0.6147426981919333,0.0038994727710681,0.0018245225062934,-0.1616459038335073,0.087334279596068,-0.1143325316489151,0.0416778523489933,0.1616459038335073,0.087334279596068,0.1143325316489151,0.0416778523489933,0.1817339599440766,0.1157763458740387,-0.1817339599440766,0.1157763458740387,0.3305554704494622,0.1640164899882215,0.0450246730410998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:47.842138,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['race', 'sex']",{},0.674547983310153,0.6806167400881057,0.7763819095477387,0.7253521126760564,0.631432545201669,-0.003882628396247,-0.0183145107277304,-0.1212859781843456,0.2506575990504612,-0.0852868884953881,0.1383892617449664,0.1212859781843456,0.2506575990504612,0.0852868884953881,0.1383892617449664,0.1436488284737311,0.2606295757407793,-0.1436488284737311,0.2606295757407793,0.2476334281897902,0.3115337897526502,0.0565806704954532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827522792875640919
2024-02-21 13:45:47.738450,1,Compas Dataset,FYP VAE,nn keras,,"['race', 'sex']","{'c': 'MEAN W', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.655076495132128,0.6425531914893617,0.7905759162303665,0.7089201877934272,0.6536856745479833,-0.034078666172133,0.0497067412697244,-0.050474315021285,0.0350077299785481,-0.0374217954313982,0.0324587706146926,0.050474315021285,0.0350077299785481,0.0374217954313982,0.0324587706146926,0.0869319486391493,0.0779037522393187,-0.0869319486391493,0.0779037522393187,0.1389767336796927,0.1087567234232074,0.0235027400519574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621625247778838017
2024-02-21 13:45:46.188865,1,Compas Dataset,FYP VAE,nn keras,,"['race', 'sex']","{'c': 'MEAN W', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",0.6620305980528511,0.6575963718820862,0.7591623036649214,0.7047387606318347,0.6133518776077886,-0.0237906003285116,0.0234116174630051,-0.0569359936472209,-0.024602133457081,-0.0435908627964498,-0.0263868065967016,0.0569359936472209,0.024602133457081,0.0435908627964498,0.0263868065967016,0.0958070612338615,0.0222091339664777,-0.0958070612338615,0.0222091339664777,0.1645308542744052,0.0351852571828467,0.0167556159942432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621625247778838017
