time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness
2023-12-15 22:48:58.022562,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.6578581363004172,0.6748329621380846,0.7518610421836228,0.040658018354363445,0.024209337349397675,0.06401985111662534,1.1044534412955467,0.00948234006046879,0.09935058934132995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:58.002317,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.6662030598052852,0.7073791348600509,0.6898263027295285,0.0141633954547923,0.0190512048192771,0.037024944495233,1.068577648766328,0.0054839726787901,0.0663284639521377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:57.997807,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.6717663421418637,0.6937354988399071,0.7419354838709677,0.1157737426610658,0.0974021084337348,0.1415306255713726,1.2466317705962675,0.0209628966208283,0.2204453308662415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:57.982240,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.6703755215577191,0.6836283185840708,0.7667493796526055,0.2930359831122322,0.2178840361445783,0.3030690871098341,1.5281292671825215,0.0448892663082901,0.424044286107481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:57.972168,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'my model config': ""VAEMaskConfig(epochs=12, latent_dim=10, vae_layers=(75, 60, 45, 30), lr=0.01, losses_used=['loss from an adversaty trying to predict z->s', 'Reconstruction loss', 'KL divergence loss'])loss from an adversaty trying to predict z->s: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Reconstruction loss: {'weight': 12}, KL divergence loss: {'weight': 0.005}""}",0.5605006954102921,0.5605006954102921,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:50.039765,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.8578446423088733,0.7546848381601363,0.5813648293963255,0.0767993514406475,0.164438361932835,0.0859872423215799,0.5888972773076674,0.0191983464631432,0.5295035123948767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:50.029612,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.815781393920786,0.5747232472324724,0.8175853018372703,0.0425568004637318,0.0152910832719234,0.2004601309882894,0.4991972912535336,0.044756674860759,0.6947538881164533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:50.019517,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.8655204175621738,0.7539184952978056,0.631233595800525,0.0532149448520946,0.0449784187809243,0.1645937268836744,0.3449594036913068,0.0367487932983718,1.0643285393344697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:50.009223,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.8639852625115136,0.7511811023622047,0.6259842519685039,0.078029916939171,0.0889040951679124,0.1742067405938721,0.3130277984975225,0.0388950880600193,1.1614632792945068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15 22:48:49.998968,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'my model config': ""VAEMaskConfig(epochs=12, latent_dim=30, vae_layers=(75, 60, 45, 30), lr=0.01, losses_used=['loss from an adversaty trying to predict z->s', 'Reconstruction loss', 'KL divergence loss'])loss from an adversaty trying to predict z->s: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Reconstruction loss: {'weight': 12}, KL divergence loss: {'weight': 0.005}""}",0.7660423702793983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
