time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-01-24 22:02:42.680707,3,Compas Dataset,LFR,LogisticRegression,,['sex'],{'c': 'LFR'},0.6828929068150208,0.7012288798468314,0.7572575254850467,-0.012536821275522303,-0.05694858110976231,0.007955102110432525,0.05010790410949558,0.004685717749179022,0.00019472777765956595,0.0006452983236746676,0.00016817291701057055,0.0011537442460112695,0.00332460082853308,0.00097633517064685,0.0002358498997899938,2.4786959970178214e-06,-1051821028
2024-01-24 22:02:42.660408,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.6819656930922579,0.6948265945408915,0.7734279690459559,-0.0013645620733053,-0.0443794366252726,0.0180354006684904,0.0402475382535326,0.0041266813808649,0.0001629179420153,0.0004948984598382,0.0001498641781371,0.0011992515583923,0.0021864070374871,0.0012480180570297,0.001753920560527,2.0250046933523387e-05,-1051821028
2024-01-24 22:02:42.636030,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.6638850254983774,0.7087690380464342,0.6817066103710512,-0.0327942396510616,-0.0552383238562468,-0.0095374734284141,0.0397928811519066,0.0032091395675883,0.0003099309662087,0.0003333485085047,0.0001105207233135,0.0007748510115787,0.0010833016298512,0.0004064278101671,0.0001903295347561,1.321243841445749e-06,-1051821028
2024-01-24 22:02:42.601314,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.6740843764487714,0.695797946773055,0.7451054072943631,0.0597924314153186,0.0345563714256922,0.0841432872306522,0.1246617503639396,0.012769499697914,5.717173163073343e-05,0.0005087586809191,3.980449191809859e-05,0.0006639838290422,0.0010771706370183,0.0005864915920723,0.0009761008016631,1.5305421243272502e-05,-1051821028
2024-01-24 22:02:42.569714,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.6801112656467317,0.6939617719112467,0.7690047392111513,0.1804036771653212,0.1481437960596284,0.200026143835558,0.2548792972154647,0.0302266515269043,2.450217069888593e-05,0.0003878632354413,3.605651569660122e-05,0.0001320001010829,0.0009182594469941,4.01345630652813e-05,1.2915698578135428e-05,3.066928826003709e-06,-1051821028
2024-01-24 22:02:42.540502,3,Compas Dataset,EqOdds ALT,LogisticRegression,,['sex'],{'c': 'EqO ALT'},0.6754751970329161,0.6859738984267286,0.7770347680150497,0.1911647909382593,0.1583590365934947,0.2109585257514601,0.2610990324884585,0.0317844737481808,1.5904917822083515e-05,0.000162733369224,1.3208742219982148e-05,0.0007531239479304,0.0027138959686694,0.0007501198148099,0.0010864033805351,1.3906464512787403e-05,-1051821028
2024-01-24 22:02:42.510566,3,Compas Dataset,EqOdds,LogisticRegression,,['sex'],{'c': 'EqO'},0.6773296244784422,0.6887358180709359,0.7742452034953652,0.2463558763147534,0.1679571763768607,0.2560696225600836,0.3050278686565521,0.0386308960766221,7.350651209665707e-05,0.0005226277263782,5.178949405110591e-05,0.0003616455858865,0.000132267461682,0.0001727458607482,0.0002433652392518,2.6311208247702658e-06,-1051821028
2024-01-24 22:02:42.475581,1,Compas Dataset,LFR,LogisticRegression,,['sex'],{'c': 'LFR'},0.6954102920723226,0.7370786516853932,0.7627906976744186,-0.0596670418185756,-0.1379962769690866,-0.0341886773521959,0.0578252937932204,0.0052731250519865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.601829,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.6856745479833102,0.7256637168141593,0.7627906976744186,-0.0236281745015454,-0.098629802557295,-0.001128753104071,0.0017981299448572,0.0001740943707552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.502103,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.655076495132128,0.7297979797979798,0.672093023255814,-0.0656505906263752,-0.0989044523787726,-0.0311535856723605,0.0592783505154639,0.0048050046328446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.390993,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.6787204450625869,0.7276887871853547,0.7395348837209302,0.0342431203854329,-0.0028075315084379,0.0697318584292773,0.1049809297231977,0.0107551633488793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.299690,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.6828929068150209,0.7214912280701754,0.7651162790697674,0.1950618338357254,0.1083035796026732,0.2084179898161386,0.2595751327710091,0.0321455583690065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.269167,1,Compas Dataset,EqOdds ALT,LogisticRegression,,['sex'],{'c': 'EqO ALT'},0.6703755215577191,0.7023060796645703,0.7790697674418605,0.1561179116393146,0.0901766913851506,0.1723355155893345,0.2146360512339894,0.0265803416505307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.161981,1,Compas Dataset,EqOdds,LogisticRegression,,['sex'],{'c': 'EqO'},0.6884561891515995,0.721030042918455,0.7813953488372093,0.2567668952625232,0.1527663340352162,0.2633757242832417,0.3057836798881705,0.0406220198428895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821029
2024-01-24 22:02:27.045233,1,Compas Dataset,LFR,LogisticRegression,,['sex'],{'c': 'LFR'},0.6634214186369958,0.6812933025404158,0.7393483709273183,0.0190702478798379,-0.0086559179731035,0.0405347781373065,0.0638306276415057,0.0062519222920104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051821030
