time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|race|unprivileged mean_pred,VAR|race|privileged mean_pred,VAR|race|unprivileged acc,VAR|race|privileged acc,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[ERD] Error Rate Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[A_SPD] Absolute Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,id
2024-02-23 18:17:13.942697,1,Adult Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.8332821614983114,0.672645739910314,0.5813953488372093,0.6237006237006237,0.2054037457783236,0.13260869565217392,0.21737575974258133,0.8891304347826087,0.8240972470504112,-0.018197316832490054,-0.0035651408450704247,-0.0847670640904074,0.06503318773219754,0.018197316832490054,0.0035651408450704247,0.0847670640904074,0.6100436212814646,0.6392270406817606,0.015044519496469143,0.010281155375507792,0.49422481407403657,0.010281155375507792,0.010281155375507792,0.49422481407403657,0.10283752308581962,0.0035651408450704247,0.018197316832490096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:15:40.910220,1,Adult Dataset,LFR,LogisticRegression,,['race'],{'c': 'LFR'},0.8437212158428001,0.7226890756302521,0.5555555555555556,0.6281957633308985,0.1826834510285538,0.1282608695652174,0.1916338934572756,0.8978260869565218,0.8348230246692885,0.0128345322220088,0.0416373239436619,-0.0633730238920582,0.0630030622872332,0.0128345322220088,0.0416373239436619,0.0633730238920582,0.6693015898767034,0.4940947625482508,0.0343874731347866,0.007686333273913,0.4015205134462635,0.007686333273913,0.007686333273913,0.4015205134462635,0.0754751587474183,0.0416373239436619,0.0128345322220088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:14:13.092175,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.8566165182683451,0.7417322834645669,0.6085271317829457,0.6685592618878636,0.1949646914338348,0.1326086956521739,0.205219878441187,0.9021739130434784,0.8491240614944583,0.0012343218317323,0.0179577464788732,-0.072611182789013,0.0530498515490199,0.0012343218317323,0.0179577464788732,0.072611182789013,0.646178609301621,0.5475597390646887,0.0442124654590113,0.0088068032114105,0.4366793284274361,0.0088068032114105,0.0088068032114105,0.4366793284274361,0.0874247066444858,0.0179577464788732,0.0012343218317323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:14:12.689230,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.8133251458397298,0.5710616438356164,0.8617571059431525,0.6869207003089598,0.3586122198342032,0.2478260869565217,0.3768323203432249,0.8608695652173913,0.8055058991776903,-0.0186680517193708,0.0314700704225352,-0.1290062333867031,0.0553636660397009,0.0186680517193708,0.0314700704225352,0.1290062333867031,0.6576561339823447,0.5205514680516092,0.0601780779858765,0.0156467980115853,0.4190730769879932,0.0156467980115853,0.0156467980115853,0.4190730769879932,0.1881519332565224,0.0314700704225352,0.0186680517193708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:14:12.254216,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.8569235492784771,0.7376543209876543,0.6175710594315246,0.6722925457102673,0.1989560945655511,0.117391304347826,0.2123703968537719,0.9,0.8498391133357168,-0.0437062409084466,-0.0600352112676055,-0.0949790925059458,0.0501608866642831,0.0437062409084466,0.0600352112676055,0.0949790925059458,0.5527667984189724,0.8090811583839828,0.0,0.0115197431686071,0.5928190690795515,0.0115197431686071,0.0115197431686071,0.5928190690795515,0.1138540165182085,0.0600352112676055,0.0437062409084467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:14:11.827009,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.8575376112987412,0.739938080495356,0.6175710594315246,0.6732394366197183,0.198342032545287,0.1043478260869565,0.2138005005362888,0.9043478260869564,0.8498391133357168,-0.0662693533474129,-0.0941021126760564,-0.1094526744493323,0.0545087127512396,0.0662693533474129,0.0941021126760564,0.1094526744493323,0.4880616547913334,1.0489214634727686,0.0239484187902978,0.0132752026315112,0.7173135393239218,0.0132752026315112,0.0132752026315112,0.7173135393239218,0.1303415625135842,0.0941021126760564,0.0662693533474129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779364613052327373
2024-02-23 18:14:11.512744,1,Adult Dataset,FYP VAE,nn keras,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.8243782622044826,0.6594301221166893,0.6022304832713755,0.6295336787564767,0.2262818544673012,0.161504424778761,0.2367201426024955,0.9004424778761062,0.8121212121212121,0.0390122260466896,0.1196785670469881,-0.0752157178237344,0.088321265754894,0.0390122260466896,0.1196785670469881,0.0752157178237344,0.6822589028681096,0.4657192391277807,0.0383788762665029,0.0089896832113049,0.3823460702034773,0.0089896832113049,0.0089896832113049,0.3823460702034773,0.093984554617309,0.1196785670469881,0.0390122260466896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640520300122503635
2024-02-23 18:14:10.478899,1,Adult Dataset,FYP VAE,nn keras,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.7522259748234572,0.0,0.0,0.0,0.0,0.0,0.0,0.8539823008849557,0.7358288770053476,0.0,0.0,0.0,0.1181534238796081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640520300122503635
2024-02-23 18:14:09.440572,1,Adult Dataset,FYP VAE,nn keras,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",0.8228431071538226,0.6753048780487805,0.5489467162329615,0.605604921394395,0.2014123426466073,0.1570796460176991,0.2085561497326203,0.90929203539823,0.8089126559714795,0.0808702640672725,0.1942092994724573,-0.0514765037149212,0.1003793794267506,0.0808702640672725,0.1942092994724573,0.0514765037149212,0.7531767642387112,0.3277095729456956,0.0500460546515198,0.0061524037077883,0.2834553320659755,0.0061524037077883,0.0061524037077883,0.2834553320659755,0.0630135383849413,0.1942092994724573,0.0808702640672726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640520300122503635
2024-02-23 18:14:08.405712,1,Adult Dataset,FYP VAE,nn keras,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",0.8225360761436905,0.6592489568845619,0.587360594795539,0.6212319790301442,0.2207552962849247,0.1460176991150442,0.2327985739750445,0.8982300884955752,0.8103386809269162,0.01094804022828,0.0698687277634645,-0.0867808748600003,0.087891407568659,0.01094804022828,0.0698687277634645,0.0867808748600003,0.6272276355554351,0.5943175066169717,0.0159656125268652,0.0103719354991667,0.4664457491254399,0.0103719354991667,0.0103719354991667,0.4664457491254399,0.1071610863077213,0.0698687277634645,0.01094804022828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640520300122503635
