data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.02011900598819579,0.3383766049356931,0.2554599647358896,0.28532192654757565,0.10080879025614642,0.09018364539040104,0.09322844746587085,0.10262482743259721,0.10549535810990025,0.023467971924711527,0.02555207729523801,0.02294389412123042,0.03972999596528715,0.02725606549369224,0.07071279586923515,0.04736022655197703,0.11789445000282711,0.012784019188408576,0.024219023436943776,0.03119355096371418,0.060991892798212835,0.02725606549369224,0.07071279586923515,0.04736022655197703,0.11789445000282711,0.012784019188408576,0.021617980467786728,0.06450195683534368,0.11157146825010211,0.07385973388721094,0.12413442897118919,0.017149818865858122,0.11538986248246497,0.0015877630883290807,0.004876419042101137,0.06895724684590548,0.1086127061765379,0.005978367901111154,0.005978367901111154,0.16011118231471677,0.0377355814112692,0.18932673546225576,0.10915493688223789,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.015212139314984715,0.05834009084686103,0.05724800629214789,0.026055849777885602,0.036771370196467715,0.038840408800635606,0.046484299261492154,0.03657499853564476,0.032926841705670284,0.037705076678465524,0.03819709725714671,0.012924403964688391,0.013512749482043363,0.03754899740562753,0.026998779555778958,0.08260109036565794,0.05376484253626864,0.01064038872729525,0.018508916390789682,0.03179340435790774,0.0404520214969936,0.024623866039501077,0.026998779555778958,0.051861444294616296,0.05376484253626864,0.01064038872729525,0.016335601350540522,0.06390935487365283,0.11701764189698854,0.09098235012081321,0.1456607538396808,0.005923921602127114,0.028212569469968873,0.0012546399960335101,0.003603342800036469,0.07612474707886235,0.12453829304333293,0.0030075662151438443,0.0030075662151438443,0.07953666226701257,0.015946749879185446,0.08709934172754717,0.06048207619390999,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.014185696418911617,0.049083558050989094,0.060154303559987035,0.03111337263470872,0.032920062966414386,0.027745512909465427,0.04773025255989435,0.03426265826389542,0.029795243260856374,0.02378849158896065,0.03353290069395123,0.01364942198351299,0.01632931291422169,0.023968474689124858,0.048086295660114714,0.052771717167033425,0.08324277534248732,0.01740127139244362,0.03211559223715368,0.018772680935768206,0.038969584707185284,0.02213436729029944,0.03687634473702193,0.04684145266056927,0.07404455108087174,0.01740127139244362,0.025638992690822742,0.07180297926552859,0.1801720577798732,0.1023699288970439,0.3540005298127791,0.0047881088231696645,0.04411659215396009,0.002093258436246458,0.005571037255192346,0.08550302860938033,0.2273405524327502,0.005548904053136511,0.005548904053136511,0.19853245964544275,0.02567879566119321,0.11543898123662834,0.06966627622157943,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",0.013053693406077429,0.05780185695234782,0.07104979568171484,0.035161820122893754,0.04097014112855855,0.043945948967300065,0.04309436136283741,0.04056813504709403,0.04477967230050847,0.03500448336840339,0.026385924200699785,0.009404502122976891,0.01387756084858749,0.02291803682034435,0.05032276184720359,0.050327251631683806,0.08021296200681316,0.009553888855724725,0.03410628793387406,0.0263060593761656,0.028520928661659367,0.019512051238139632,0.046494145108047384,0.039089882468414466,0.08021296200681316,0.009553888855724725,0.03353971557479446,0.06411585136533407,0.16216202137589464,0.08367186330830458,0.309403925652829,0.00907413857374891,0.022988743708019555,0.001148222422106739,0.007596916866256611,0.07312967540588867,0.21723612628436068,0.00727495201165158,0.00727495201165158,0.18832743608062244,0.03647003404251586,0.1347582666042475,0.06950547258278907,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.015276451250988029,0.05346613094750531,0.0508358586502577,0.029167001991180556,0.03135591919686599,0.03253662464685588,0.035789360782617505,0.03160228229643157,0.03154868190785297,0.04027665001478233,0.038361417669975084,0.011119045419714703,0.012909711569092264,0.029637594744011744,0.03330889889379524,0.06591376881765357,0.07882923639840812,0.014776339460418304,0.021560125081546196,0.02978775554694576,0.04036459917929406,0.01500839011038772,0.03330889889379524,0.03120419525531794,0.07882923639840812,0.013691373872753319,0.01246722273001864,0.08600322694984121,0.13938683837972674,0.09883230451362568,0.09177492382729452,0.011920950931715014,0.04817762364891766,0.0017134414540732248,0.0027542322121693855,0.0880222762560862,0.08712306539819732,0.0028162756617557635,0.0028162756617557635,0.14621857993456805,0.023100395176884007,0.08921352707248068,0.04642339917899014,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.03345788150330429,0.30856207929419666,0.2888541837075177,0.28370528133175077,0.13234620271851102,0.12314168031346295,0.12459931006569806,0.13401528803953988,0.13668075068517377,0.05411768872176116,0.07310514055533078,0.03423547153115821,0.04649841935163695,0.02703184867052563,0.08142541528813999,0.054919022127118515,0.1511684237546789,0.01848787511989828,0.02074360931769477,0.05032910742901386,0.09762453063010314,0.021803219164917256,0.07079816904312548,0.04489486801624608,0.11003422119139125,0.01848787511989828,0.020241077691253433,0.09380692235032959,0.09451791977213016,0.11730583160589238,0.11620154162825375,0.02366861939392668,0.08310613547763965,0.0022943969863434416,0.004509243516010526,0.10466053572293375,0.10319125414635227,0.004988127090977014,0.004988127090977014,0.17331220635467345,0.04245300033466203,0.22797251323180015,0.12709360455687965,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.010642954281798202,0.03492044663769112,0.03321025643728461,0.01779760694003443,0.02052420592440697,0.02607949682285795,0.020383081237667838,0.019523900281668487,0.022103742930866494,0.025085329536411977,0.018918119005024592,0.009924669809452308,0.01233521559217717,0.029316570421060496,0.026263883429982902,0.058473835222113475,0.05769720822174837,0.007197707564769739,0.011155761864413737,0.02315069482349206,0.02096798424203141,0.026848484582448498,0.026263883429982902,0.04576856190368691,0.05769720822174837,0.007197707564769739,0.011155761864413737,0.0575065485587124,0.058158918111266125,0.08669854770862392,0.10015854765004689,0.010812984960783414,0.011278393273607636,0.0009266264464147353,0.0024802632222098524,0.07050680742694557,0.07620922860082587,0.0019252626655333466,0.0019252626655333466,0.09024334372654136,0.011373519294145675,0.08007831341927162,0.04971105642793075,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.017036670817516485,0.062279586416498785,0.056190630028676615,0.022704050309843578,0.040338157401618044,0.03842173451442615,0.04072407374597987,0.04081121859808947,0.04326501911315292,0.032461408742267606,0.02997097547828848,0.015552522775295171,0.01288149648723309,0.0319645120136258,0.033960912892963234,0.06478802832108549,0.04868013686648485,0.011267959498492484,0.02666930488801757,0.024439305061155315,0.021713252503023434,0.023505400011903075,0.033960912892963234,0.04442035081226438,0.04868013686648485,0.011267959498492484,0.015516248786377994,0.06913310455346641,0.13498994706342768,0.10510265648323773,0.107811057527417,0.010517623494111956,0.052678057573541985,0.0014275168883446526,0.003445518334267676,0.08504677650037844,0.08812262378068063,0.0038381470067929612,0.0038381470067929612,0.09937939054465335,0.023676144528870298,0.14407709034536423,0.08485130635325398,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.01638867000751558,0.05468970635785288,0.05676600724689554,0.023410062970930012,0.039627106865927506,0.04797324252266209,0.040850284829510634,0.03837041322727319,0.03942600215972148,0.03450969587386949,0.03223731982633007,0.014685210804129158,0.01575474959492353,0.035311357071081746,0.023207273517270723,0.06758555810093352,0.052060935564781675,0.015632203491288958,0.009474393928323204,0.027548356609742305,0.03265755445007234,0.029239128534348444,0.02214609574532148,0.050866445978163304,0.0321694507145715,0.012960252676280619,0.004476246733647317,0.10317181084643626,0.05077401391365002,0.12382300543043358,0.023819169230864284,0.005032874029222338,0.01842979050714731,0.001651472426897969,0.0010055350892076151,0.10619151787086085,0.023049079905402274,0.0015693194578161578,0.0015693194578161578,0.16677137914404266,0.02200944388381726,0.10744236828024067,0.055062151989295684,2.558011154288946e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.012285461340764721,0.0464357186916157,0.05480927391937684,0.020885584880765348,0.035975335724661765,0.035076515492389895,0.03485771143804332,0.036760400405393585,0.03736003179189047,0.03091209229209465,0.03804272534247493,0.010971668114108699,0.011999607577234072,0.040019216095620924,0.06732640849074331,0.07880576248715535,0.15046495555442205,0.019441861687456267,0.012461704443039814,0.02772518211450299,0.04294355594134958,0.033068082631818096,0.06732640849074331,0.0542449348886924,0.12076715175042484,0.019441861687456267,0.009294772038949458,0.09144888094330259,0.055262147218031236,0.12735128997130127,0.04464448431337645,0.010139928662713831,0.073446712195935,0.002382338244623777,0.0021003027674297505,0.10749975667069546,0.04125056616505712,0.0026821547730380077,0.0026821547730380077,0.09650806155547013,0.02321239619863229,0.104317411824997,0.053037626972836184,2.558011154288946e+18
