data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,acc * sf
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",3356.1666666666665,0.9186715392671118,0.4226500718469262,0.36895833832017305,0.389218184829984,0.43830483613471244,0.6965526126908067,1.0980392117076099,0.4155128751931223,0.34538852122589075,0.9406831374117527,0.9439069010016584,0.914650245515037,0.9042085797573366,16.5376714776443,-0.6083933275908909,0.6650047283260386,-0.9418723240656721,0.10500196650340467,0.04840647977999252,1.6570710548330945,1.265791473374419,16.774985972388013,0.6083933275908909,0.9090693582531794,0.9418723240656721,0.10500196650340467,0.07083950916061542,1.8637111156362707,3.4732767729906855,0.07613420582065816,0.03070160696209243,0.5922698429351239,3.942687310423994,0.10500197294766624,0.07083951064792698,0.09824073443673424,0.05887895823173602,0.09090175285415404,0.09090175285415404,0.07568836079271586,0.1048472860264356,0.7561312452028294,0.6128566456566255,5.334793333333333e+18,-0.10270574986597929
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",3358.1666666666665,0.9421495112365665,0.8428869173922274,0.7775194290813725,0.8012865635306318,0.9281914532357066,1.4420260263618505,2.391442163275627,0.8834073088712612,0.7303285055521108,0.9432299539770073,0.9136270379670025,0.9419594351863303,0.9592120833221336,18.144766223718417,-0.8477031561808785,0.39333851681349663,-1.1028615422733494,0.29310813418478665,0.1222872357778819,0.957414459316403,0.5815258291247772,18.920853998340263,0.8477031561808785,1.7002582587809698,1.1028615422733494,0.29310813418478665,0.12950790073448207,1.6299660810010999,3.242516151017521,0.20793263582514857,0.06796550474332207,1.0253690308944485,5.4772478785602265,0.2931081372650281,0.12950790441683177,0.2695208908320517,0.1188400566140384,0.1719928439594499,0.1719928439594499,0.17366012946152184,0.24839418495740687,1.5791376215084236,1.2530307435760235,5.334793333333333e+18,-0.30428651883263874
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",3361.1666666666665,0.945211599881647,0.8426451076446012,0.8147968811901457,0.8230774212413748,0.9716772270445494,1.5222896312289753,2.2776385300094044,0.9239923348054723,0.7935681411405517,0.941636911482226,0.9205558346882468,0.9459164743797236,0.9597367130284168,15.567493283183651,-0.5353941563757636,0.36320706885711534,-0.6341570854286563,0.30109431342861187,0.2434960988937751,0.9372636955893104,0.625744247025064,16.143197488987248,0.633650768482789,1.2930445138173134,0.7302708055167949,0.30109431342861187,0.2623711735978305,1.6454855825381287,2.8284788540270687,0.19397373015254013,0.14331346736934006,1.1619389923879826,6.0883781686482195,0.3010943177486043,0.2623711738165628,0.25264991418208926,0.22920011093565043,0.2861980894588142,0.2861980894588142,0.19441627792642432,0.2885935369595467,1.1407310116951652,0.9282539375497669,5.334793333333333e+18,-0.5892534759036805
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",3357.1666666666665,0.946483419984837,0.8619006733994151,0.7731870752606879,0.8052407128587031,0.902345039113198,1.4291356263513293,2.0865259977718256,0.8562000469611637,0.7364173629031155,0.9388144517539718,0.9326566579018074,0.9479027465927358,0.95468822642659,10.581997090930782,-0.7882957295438975,0.06363343435802056,-1.1653376156671238,0.24599030776536535,0.21425929243820632,0.881987315081057,0.7651109714301058,11.242092859842037,0.8042155706894613,0.9353549000172802,1.1653376156671238,0.24599030776536535,0.21640134151549328,1.6744646493436466,2.8430422346020574,0.1798245126700575,0.10957005058871579,1.4424454491568215,5.912265456121122,0.24599029755153543,0.2164013376674907,0.2346200590055372,0.18960748497567015,0.240126543505341,0.240126543505341,0.20010539946540554,0.2756775230522117,1.173604849653074,0.9033873849041246,5.334793333333333e+18,-0.47484645035602435
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",3360.1666666666665,0.9378635849707585,0.8241055212152681,0.7686985418876722,0.7901906173336052,0.9361601927518698,1.5389374876556408,2.5487112769497853,0.8840841297458363,0.7140838456528052,0.9276356288631685,0.9073821509134817,0.9397529422114231,0.9558881283912054,13.094477510812682,-1.1698276842767337,0.26766108453222676,-1.5549351679733447,0.2037346485725251,0.02053208803689408,0.7269487184070568,0.5458126126769911,13.808351697936956,1.1698276842767337,1.209602685466168,1.5549351679733447,0.20992046275497037,0.09669323773021554,1.7558329308779295,3.5618902999045408,0.14381187001116844,0.04027265834084377,1.4263675028426495,7.060281143522734,0.2099204557665508,0.09669324174449172,0.18623884314881653,0.08080194055108922,0.13728153937213153,0.13728153937213153,0.2055487204186226,0.30519390027712606,1.7176150064986848,1.476255371126643,5.334793333333333e+18,-0.21691141804262606
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",3362.1666666666665,0.9166982746424549,0.5277470333080098,0.5927052702316183,0.5525395810783723,0.7700765225012591,1.217200931279,1.9523159991476107,0.7309425899183117,0.6027616917469824,0.9236095977982437,0.9088972269160686,0.9154797306313438,0.921442030827535,10.491061457450655,-0.5249982407359225,-0.04930498972609961,-0.510249951065538,0.2000956047379843,0.07793378644267215,1.266472689419353,0.7597359270250866,10.878507166149197,0.6474565462251874,0.712355000205068,0.9561843928769532,0.2000956047379843,0.08144554429154689,1.7700374025691543,3.4907508266301424,0.11991895988710455,0.033365743928853775,1.168534424163079,5.409262708982215,0.2000956037248606,0.0814455430395956,0.1566560456152337,0.05754636925134705,0.1225065329564778,0.1225065329564778,0.08653497351702089,0.16836800185608966,0.860071354630067,0.7279633703781686,5.334793333333333e+18,-0.17667331105193393
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",3364.1666666666665,0.9515168597665472,0.8706423569145129,0.7895152333785522,0.8235543686650616,0.9081549859723759,1.3876244912081883,2.1373188396269756,0.8669037288623992,0.7425168484627838,0.9506159555819776,0.9335599024960738,0.9517481832053366,0.9621664216604183,15.700124951765615,-0.709549378107383,0.48552798744863906,-1.0264882311488608,0.3276848338455834,0.2299690624089996,1.1034985416208711,0.7243297446608841,16.070196732064424,0.709549378107383,1.2038583334122557,1.0264882311488608,0.3276848338455834,0.2299690624089996,1.596403728116349,2.869953819291419,0.2418916417416769,0.11555867072887466,1.1734925455203646,5.918893695216195,0.327684833182724,0.22996906253794414,0.30811246173819024,0.20087380360826892,0.26613345227754476,0.26613345227754476,0.19888147031503922,0.2759140202168336,1.196533050672204,0.92979586530737,5.334793333333333e+18,-0.541043617858778
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",3365.1666666666665,0.9424438514502403,0.8443650351988485,0.7846651297982987,0.8054881436386373,0.9377214271745705,1.4746334361694586,2.4196405165590775,0.8926338568197552,0.7374758971830374,0.9371043192152043,0.9176983030544651,0.9434112021218591,0.9570838474453526,10.088943734970927,-0.9382538506801065,0.1925635413634392,-1.2504041443798728,0.3127770263586883,0.1203621528754585,0.8010941182563979,0.6380881506848457,10.585858883823265,0.9382538506801065,1.0194115307027964,1.2504041443798728,0.3127770263586883,0.16186348238794684,1.6445325251719483,3.2651372231487397,0.23776338346774165,0.0748127424580335,1.209743669284725,6.334178232892119,0.31277700408604464,0.16186348391116426,0.29593505799153424,0.1341511051509717,0.1930769847390196,0.1930769847390196,0.17787430480404035,0.25347398807306737,1.3275542294308689,1.069410137019775,5.334793333333333e+18,-0.355450714282827
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",3355.1666666666665,0.9216802882256697,0.7774590529192138,0.7133358442200857,0.7355483103883911,0.9257785186897278,1.5784943766805675,2.594110537987769,0.8692875888781758,0.7004273778487757,0.9133540065324134,0.8671324106473822,0.923278957874497,0.9535325245404951,20.733689162548274,-0.3681984022186285,0.6906504032567092,0.04546878072017992,0.12234910339805538,0.005404317266184615,0.7880443373649274,0.22434851295216754,21.36395499027948,0.3745929371293228,1.4275210061132733,0.36192186016139777,0.14530158784276326,0.04148345482631379,1.8009108822093005,3.6524447254382664,0.1049840656008899,0.016716281921374067,1.5902421476834216,5.102607925022839,0.14530158874744284,0.04148345719026674,0.1388373204470726,0.03343844987839002,0.07823440810535744,0.07823440810535744,0.13507690316560506,0.19599531959947283,1.0723145438924269,0.9632527006969335,5.334793333333333e+18,-0.0691887467208533
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",3359.1666666666665,0.9430860138181298,0.8334947037975029,0.8215769102125817,0.8232573877887376,0.9900247357069124,1.5872187514360274,2.6917220737393452,0.9388448750859671,0.7624474856356596,0.9395884532088123,0.9157255286935263,0.9437430973121224,0.9592312022944398,23.494842193563098,-1.3159621896620013,0.7688050583515814,-1.842880125579473,0.27022124241172674,0.060892114971361065,0.9515729018758335,0.5889283081955031,24.067642507435806,1.3159621896620013,1.7956153889777724,2.0055025183367845,0.27022124241172674,0.07233309415718824,1.6862816595943235,3.483324290775754,0.17831172888868663,0.028579528885887592,1.4644697981239883,9.95161493008575,0.27022123436782647,0.07233309267416159,0.2294442160021144,0.05529175463392677,0.122954840200095,0.122954840200095,0.14340084057612876,0.22918457294752023,1.7667902456864948,1.3747759563826296,5.334793333333333e+18,-0.18145131788646696
