data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7857946985,0.30699711183333334,0.22764835316666668,0.2585108858333333,0.08868079,0.079696965,0.082010835,0.09020514266666667,0.092088824,0.8447883261666668,0.8769596185,0.775622398,0.7395347281666668,0.019761988166666668,0.05068214816666666,0.032253481,0.08464694316666665,-0.010508177666666667,-0.010077989,0.06916592783333333,0.13742489016666667,0.019761988166666668,0.05068214816666666,0.032253481,0.08464694316666665,0.010508177666666667,0.014174597333333332,0.9435247735000001,0.950766702,0.06406131416666667,0.086392925,0.015044519499999999,0.07235697483333334,0.0013031615000000001,0.0031712398333333335,0.06010277333333333,0.07844092066666668,0.004257663166666667,0.004257663166666667,0.14213020316666666,0.030387684999999998,0.16808260933333333,0.09637188116666667,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.8059564016666667,0.6181150396666667,0.4691732871666667,0.5287380685,0.17976665633333333,0.1545730575,0.16590550433333331,0.18407999483333334,0.18662788666666666,0.8472674431666666,0.8489757191666666,0.7988634226666668,0.7846669215,0.027693127,0.082056176,0.052067449999999994,0.12006694333333333,-0.029506937333333334,-0.020722381833333334,0.048404021,0.0643087975,0.037902106,0.082056176,0.07845675,0.12006694333333333,0.029506937333333334,0.022192878833333336,0.8332489296666666,0.8754413388333333,0.20592804033333334,0.1663686515,0.024767168333333336,0.09896632883333334,0.0036821411666666665,0.0049192993333333325,0.184849393,0.147456808,0.007178432666666667,0.007178432666666667,0.3526138501666667,0.06834420033333333,0.37023884516666666,0.2048503255,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8085661653333333,0.6175958065,0.4903105665,0.5429653358333333,0.186777198,0.16052950366666666,0.157779426,0.19125313416666667,0.20127250316666667,0.8456436475000001,0.8553899156666667,0.8022220935000001,0.7851404911666666,0.025521273666666663,0.056472676,0.04601734066666666,0.08706906816666667,-0.030723630166666665,-0.04349307733333333,0.043421554166666675,0.07024942433333332,0.026866336666666667,0.06310984333333333,0.051086913000000005,0.0937371825,0.030723630166666665,0.04693994966666667,0.8420072126666667,0.7747903589999999,0.19489197183333332,0.37586198216666666,0.02732576,0.1052604645,0.0038231661666666664,0.010429894666666667,0.17500656550000002,0.29603422016666664,0.012322623999999999,0.012322623999999999,0.3886527655,0.07794391916666667,0.27164892516666667,0.15353160783333333,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",0.8096407736666666,0.6321175019999999,0.46741688116666663,0.5314727581666667,0.1753658785,0.15449657949999998,0.14827463116666667,0.17894102083333333,0.18927154683333333,0.8431710381666667,0.866632557,0.8038652696666667,0.7809910664999999,0.023634417166666668,0.06963962466666666,0.03494614866666667,0.1194063905,-0.024444441333333334,-0.0409969155,0.0393057685,0.08564149066666667,0.0260579335,0.07182320666666667,0.045371552333333336,0.1194063905,0.024444441333333334,0.04138460716666667,0.8544408418333332,0.7900336038333333,0.17558190166666665,0.3196899425,0.034592160500000003,0.10505577716666666,0.0030516763333333333,0.009273194166666667,0.15957490100000002,0.25676605983333334,0.010822458166666667,0.010822458166666667,0.40746839883333336,0.07706508783333334,0.2634316073333333,0.1458325745,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.8022720296666667,0.604128632,0.4637901291666667,0.5214647828333333,0.18089243700000002,0.16390994833333333,0.17773482233333335,0.183830277,0.1824997121666667,0.833299565,0.843169363,0.7969509069999999,0.7819502048333334,0.027619786833333337,0.1066890595,0.039190569,0.15843788883333335,-0.0199203285,-0.004764889833333333,0.03634865783333333,0.061219158333333336,0.036154280500000004,0.1066890595,0.065916639,0.15843788883333335,0.020556221166666666,0.016749436833333336,0.892164884,0.976612088,0.13386245166666666,0.10884555766666666,0.03454098866666667,0.12194248266666667,0.002582205833333333,0.0037165176666666667,0.122450664,0.10549811983333333,0.005903520333333333,0.005903520333333333,0.41605774733333334,0.08249174133333333,0.41228970616666666,0.24445562516666666,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7842083716666667,0.38797336450000003,0.36036093750000003,0.36606244883333333,0.14993347666666665,0.13290207816666666,0.141154383,0.15287611266666667,0.1543384,0.8292447606666666,0.8447451328333333,0.7764570329999999,0.7540251201666667,0.0154869925,0.05794270983333333,0.024942891,0.08171907233333334,-0.01997403433333333,-0.013184017166666666,0.052787727666666666,0.09072001283333332,0.0212751185,0.06859632316666665,0.038156773,0.125026566,0.01997403433333333,0.013819613833333333,0.9024624895,0.9415573825,0.11822716350000001,0.07502510116666666,0.0274281035,0.09589601883333333,0.0025085196666666666,0.0030759818333333335,0.10717241583333333,0.06778039666666667,0.004989152,0.004989152,0.18454878949999998,0.046499813333333334,0.20878361,0.12163791833333333,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.8139392078333333,0.6375611911666667,0.4755428275,0.5433749603333333,0.174649473,0.14697863566666666,0.1467805725,0.17942539816666667,0.18876472733333335,0.8536184116666666,0.8674212163333334,0.8071385566666667,0.7870893813333333,0.020109436333333338,0.0658634195,0.036629544666666666,0.10845796583333334,-0.0324467625,-0.041984155333333335,0.046479854999999994,0.080331835,0.02280145266666667,0.0658634195,0.04945112399999999,0.10845796583333334,0.0324467625,0.041984155333333335,0.8142298616666667,0.7775461199999999,0.23325041766666668,0.29233371216666665,0.028707399499999998,0.10157609249999999,0.004072128,0.00936531,0.20758612383333333,0.2540023378333333,0.011499601166666666,0.011499601166666666,0.39786008483333335,0.07503275166666666,0.27774578283333334,0.15252443116666667,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8062122606666667,0.619153453,0.4732120593333333,0.5314715378333333,0.18166001416666666,0.15562005083333333,0.16677525133333335,0.186167226,0.18911877600000002,0.8416966483333334,0.852673997,0.8001070593333334,0.7829473525,0.0171915165,0.08981603666666667,0.027707664000000003,0.14034528633333335,-0.030547175166666666,-0.0223435245,0.04158958916666666,0.06972664433333332,0.02620248216666667,0.08981603666666667,0.05119878433333334,0.14034528633333335,0.030547175166666666,0.02985489283333333,0.8311600045,0.8879384015,0.21040785333333334,0.18290490216666666,0.028963258833333335,0.11621123733333333,0.003841501,0.0066581675,0.18790194716666667,0.166592473,0.008456848833333334,0.008456848833333334,0.353496081,0.07031415516666667,0.2961123335,0.17142151716666668,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.788455634,0.5700122951666667,0.430153855,0.4852907096666667,0.1791525945,0.16875043516666666,0.17833098883333331,0.1809569155,0.17952773583333334,0.8203031915,0.8057698105000001,0.7830313608333334,0.7800657293333333,0.030534535166666668,0.035768818333333334,0.04211347499999999,-0.005235069166666668,-0.0122064805,-0.0011967470000000002,0.0372718305,0.025704081,0.035482327833333334,0.03632512933333334,0.05851400166666667,0.03773100616666667,0.014582964833333332,0.0077161086666666665,0.9203158746666666,0.9926084096666666,0.10966553350000001,0.0430366315,0.0382253605,0.0898065705,0.0018367656666666667,0.0017232198333333333,0.09936340216666667,0.042617365166666664,0.003381646,0.003381646,0.2811077105,0.05360511316666666,0.25346002333333334,0.1587909115,5.334793333333333e+18
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.8067239791666667,0.6108543301666667,0.4944479446666667,0.5428958901666666,0.19097328849999998,0.16757554016666668,0.18339695233333334,0.19500956533333333,0.19481418033333334,0.84379968,0.8509338258333333,0.8003512061666666,0.7846793768333334,0.033008981166666666,0.12573218083333335,0.059657671333333336,0.20461455216666669,-0.027434025166666667,-0.011417227666666667,0.043448473833333334,0.066254449,0.0388967755,0.12573218083333335,0.07926054366666667,0.22040783383333332,0.027434025166666667,0.013702949666666665,0.8601589408333333,0.9429588876666667,0.173815268,0.07381822216666667,0.03454098866666667,0.1755193941666667,0.0034417575,0.0030641983333333333,0.155416242,0.07066479133333332,0.005446713166666666,0.005446713166666666,0.292491497,0.0627510225,0.41753757516666673,0.22810354866666668,5.334793333333333e+18
