data,ML method,sensitive attrs,bias mitigation,other,index,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,acc * sf
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.023978501159918546,0.46427496075938496,0.408730440985016,0.42834900923018104,0.4884104981692829,0.7704057647273892,1.2332070699434035,0.4636566822810038,0.3853524131668663,0.021251027679334886,0.029397615844564063,0.0280072910947081,0.05077619469311808,40.85804093408754,0.8616223161920775,1.9964871381012954,1.3243606906374557,0.12868625122893193,0.1146805191193756,0.9305446978928068,0.6027903030503623,40.74178220458678,0.8616223161920775,1.8774849989550568,1.3243606906374557,0.12868625122893193,0.09970738657380487,0.31786080036566944,0.6306832648083037,0.09491673885253647,0.03919846402609444,0.6819573313631361,6.4578884127546585,0.12868625425119953,0.09970738716471994,0.11910910892256675,0.07622284952502859,0.11760088097548094,0.11760088097548094,0.08554738522165042,0.12463451435334029,0.8717842374553998,0.6916313606187635,2.558011154288946e+18,0.2876276054980117
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",2490.644528363425,0.011310587396206705,0.051192268901974425,0.06509326973477736,0.02994888326757307,0.12299496163800196,0.2416746099112471,0.7456445616183636,0.11534708409960863,0.06534241888855144,0.032297227056151005,0.037896670740516544,0.008132556894792904,0.01050657557605894,45.43379191957449,0.30800023006478255,2.7786400285318624,0.7329799203021007,0.08427055727842879,0.11229143812365414,0.691246046938061,0.370616873166437,45.05230336548236,0.30800023006478255,2.1065243551563615,0.7329799203021007,0.08427055727842879,0.10211568485658716,0.12634215510603727,0.8365106528754584,0.06212317842115052,0.06295395473861891,0.19520457352317608,0.7585028804823231,0.08427056535157455,0.10211568187570652,0.08030599178532107,0.1037681313751757,0.0823207034030396,0.0823207034030396,0.027099428003280614,0.044317634567679676,0.7565397188524372,0.5516143387482206,2.558011154288946e+18,0.20657748962054615
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.010581674910139177,0.041697338139726994,0.09638154713662532,0.04475308041516768,0.1495262248104979,0.2872914736430077,0.7739135514614479,0.14435886446070312,0.09739887320248873,0.021716711236108157,0.033302124555770585,0.009170328702476752,0.010436711496034453,38.96166238443055,0.5185710044401404,2.2832270889852353,0.6187227894862898,0.1455652800401535,0.19006580761040065,0.3915929317376098,0.3439742633744834,38.679503126366285,0.3620444919965499,1.834413326396661,0.4748153343782816,0.1455652800401535,0.1570575440794068,0.11538467146772682,0.7051834256826142,0.07462464694531118,0.1432367427400056,0.31157288753300183,2.799520694541267,0.1455652913310824,0.15705754684899154,0.09550645819906364,0.18226710556085704,0.1301828427998862,0.1301828427998862,0.10588558077463268,0.10445874566309137,0.6314135461531817,0.49852592110541477,2.558011154288946e+18,0.32655088804375587
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.010320059637888174,0.047669500309746905,0.07971099965973294,0.04217341933661998,0.13064474690844002,0.2205583602053193,0.4091352858753373,0.12358791734097882,0.10529998210487235,0.03358612547876341,0.02474062569971319,0.007726264419887807,0.007592944811916811,26.857076551995327,0.5830241095822686,1.4922324599167447,0.8919096577406436,0.09388642536379058,0.16792696130737492,0.6261189689249879,0.21735618245511315,26.5332880283527,0.5563219212358262,1.0870833566969056,0.8919096577406436,0.09388642536379058,0.16459790058693757,0.16786412454097463,0.4252615089764349,0.07660552044836967,0.0856681394337409,0.3708619249926124,1.0147886239441122,0.09388642224103604,0.16459789948963996,0.09584391134962401,0.1421760394097382,0.14095910168018053,0.14095910168018053,0.0813580817979027,0.11466908818044896,0.8499414634054239,0.5486264350394995,2.558011154288946e+18,0.35414697066251694
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",2490.644528363425,0.013504469713771016,0.04934958939243486,0.048070200361330404,0.03351952912255221,0.0870187647423445,0.18054783079337589,0.49966394317139795,0.08781544517754644,0.0528162660572781,0.03502781472271311,0.03832693123114762,0.010818511538205114,0.008907052259866825,32.98985475391739,0.5786963404974665,1.8522141300321642,1.1656212957105498,0.1522650295915375,0.12852296207683325,0.6310691406471327,0.33228825091013525,32.638692288222565,0.5786963404974665,1.3269897297545337,1.1656212957105498,0.1418241405803789,0.07618748637858101,0.27505582808205226,0.6027941631687257,0.10499225241572349,0.033743609631726304,0.4416098619555635,3.0238744365799355,0.14182416000012052,0.07618748699497645,0.13098593352717391,0.0664738380174655,0.06379717033218421,0.06379717033218421,0.06804094310711037,0.09149973100119414,0.621501925976473,0.45553891430387455,2.558011154288946e+18,0.15971850231632087
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.035754987589526055,0.41731500649516257,0.4672604547564382,0.4282641294267622,0.6440792104427622,1.0345900348782096,1.6844849887498798,0.610260534552956,0.5081233850288527,0.06199238924779405,0.07483907778194766,0.03646635442755556,0.049037768385913255,26.177495926342498,0.7519567144262954,1.1709983936231334,1.1875900391460847,0.17345092751158983,0.12114167708494736,1.384300870303042,0.8085472806494463,25.98703206950988,0.6270141215331181,0.8747655918596894,0.7909802806240486,0.17345092751158983,0.11833707782503547,0.23626015239111853,0.855449173095714,0.11037638266136975,0.05068889463423781,0.9851804636833723,4.305090469741785,0.17345093367558553,0.11833707561524814,0.1434850989537147,0.0867277793346201,0.12669166056492273,0.12669166056492273,0.07670528032522318,0.14811213759087988,1.1103406086935652,0.8481475829000198,2.558011154288946e+18,0.30532521158442033
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",2490.644528363425,0.006700005603074888,0.030882414053240756,0.020790127612068977,0.013594525375577714,0.04964714853671976,0.19828745158495908,0.4981345307302552,0.041992665087510046,0.018295759581722536,0.02777729834904977,0.018463365326676633,0.006251302205183736,0.00680979639708669,38.9595100721206,0.3737985281564169,2.0751791255391843,0.7082655041375336,0.07998230814199338,0.06274465689970865,0.6752217121725342,0.17227796330308445,38.77801781489386,0.3737985281564169,1.688230864152567,0.7082655041375336,0.07998230814199338,0.06274465689970865,0.1685266836461125,0.6189360676304179,0.07381460423620854,0.05021485945205261,0.367197255541407,1.7365828935120373,0.07998232440408015,0.06274465887881017,0.08547206460288445,0.06942273001169431,0.03741222681579379,0.03741222681579379,0.050684271949856086,0.04653964003004979,0.6143606063415602,0.40286819009096925,2.558011154288946e+18,0.0941256457956715
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.014119548065160291,0.06129054894765878,0.06635696274901774,0.024750182114486624,0.1432758032943661,0.37901087048174503,0.7019791837913613,0.13288960793755927,0.10592698884610527,0.027649940795538754,0.031428884465034834,0.011772355067232064,0.005123891189182203,25.303575693786705,0.3956112935327774,1.6533224500178911,0.5556119739291131,0.12423441944786766,0.14660478152819498,0.4128482487839812,0.21989922552252422,25.05878280655747,0.3956112935327774,1.237308426372461,0.5556119739291131,0.12423441944786766,0.08624195651656019,0.31718846761567515,0.7136863454569816,0.13325959115840716,0.05642958537434048,0.4236341431098048,1.9415035214217187,0.12423441658754489,0.08624195384958709,0.14853686162715582,0.08272805399560354,0.08298631286334889,0.08298631286334889,0.05629054509451188,0.06654139155048472,0.9402634449330278,0.6748928677559879,2.558011154288946e+18,0.20699538126101788
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",2490.644528363425,0.012693173106611808,0.05195836830042467,0.07623076843531408,0.029978314095178985,0.15483746408710675,0.3798052330879146,0.7960259894667738,0.13962203717483976,0.09898764565975605,0.033537926533704354,0.03131406461491266,0.010526868433652756,0.009101479981818613,51.57569349328657,0.252641944874502,2.5810197475976273,0.5380362961051622,0.15769647779021143,0.050559071740568,0.7524997156751033,0.2876850761422129,51.266099046723106,0.2410978766579761,2.188305519217489,0.3671226341640543,0.13227350874099622,0.022939382733892774,0.21191364308885113,0.6912334376503192,0.1221264244200316,0.009619358057408644,0.15858019080814448,1.0920726451915608,0.13227351367613052,0.02293938345260996,0.1500635078094,0.018398557097813982,0.03619288820200473,0.03619288820200473,0.06633344243632147,0.07889655533304854,0.5921916604808984,0.44871286220628337,2.558011154288946e+18,0.08907890031237492
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",2490.644528363425,0.010372049825295163,0.037566552097769074,0.08332742286541828,0.03649187818081905,0.13655044479823206,0.31679334692011524,0.8447816316065204,0.12983680193860603,0.08518889967666966,0.03092528646713127,0.03756600490012521,0.008197186812777207,0.0078072533321154,58.299249949649436,0.868194546942744,3.109456079776841,1.854841578087345,0.16955340591636803,0.06020047515242721,0.45616555435952316,0.390566374380249,58.01818660810885,0.868194546942744,2.551256361716121,1.6399504404835856,0.16955340591636803,0.04236773530621339,0.22555164467950564,0.7682197829892666,0.11011115619754104,0.016632392156590393,0.4780658922565294,3.9422361655986835,0.16955341284376108,0.04236773157075747,0.13849583376329602,0.031097028795823368,0.048730709085574496,0.048730709085574496,0.03714300592797315,0.07893845400760055,0.7690022371250279,0.4742274598087763,2.558011154288946e+18,0.12036650379529587
