data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6675938803,0.6910262729000001,0.721441831725,0.704325160225,0.576738525725,0.559273812,0.618788125625,0.6103731371750001,0.566522139025,0.6627568407,0.67015058935,0.676965508475,0.666937843225,-0.022972633625,0.0198202143,-0.0231574343,0.002439719075,-0.051099325200000004,0.05226598665,-0.01420866785,0.0032127460749999995,0.041593385275,0.04275849065,0.0435647993,0.040306858225,0.05644145874999999,0.06360858965,0.9177475146999999,1.092674590775,0.106320964775,0.100275371175,0.12812934625,0.061265646775,0.012679679975,0.00988667425,0.0983571117,0.10607304365,0.020606535025,0.020606535025,0.24331506804999997,0.37256923065,0.131470657275,0.120933292525,4.804522925000001e+18,0.3978442280905713,0.1788942976344287,0.15351182195842303,0.269749652316577,0.3263969380464629
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.6675243394,0.69067103695,0.722144743675,0.704433967925,0.577642559125,0.55993932695,0.619358755525,0.611937425975,0.567600930575,0.66300846215,0.67023839545,0.676074055775,0.6667706912,-0.024148191875,0.019142507349999997,-0.02310894145,0.0022183135250000005,-0.051998099075000005,0.051757824975,-0.013065593549999999,0.003467704225,0.038280949475,0.04215286775,0.0423112375,0.047414607525,0.058908280825000006,0.061215278875,0.9145741485000001,1.0913178088,0.11033419387500001,0.09559111935,0.128129346325,0.060187760725000004,0.013216083975000001,0.009495833375,0.10320469735,0.10161217695,0.019637022875,0.019637022875,0.22118415552499998,0.33730065955,0.11817285159999999,0.10827829929999999,4.804522925000001e+18,0.3982614743231966,0.17938108480180343,0.153094575815422,0.26926286505957797,0.32616302230293404
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.66759388035,0.6914305191250001,0.71959616615,0.70381329755,0.574791376925,0.557157177775,0.610691863275,0.60898547555,0.566068361825,0.662940308275,0.6687143783,0.67630516745,0.66722769085,-0.02399837505,0.011978880550000001,-0.023646730725000002,-0.004243222374999999,-0.051828297825,0.044623501375,-0.013364859025,0.0014866874500000004,0.037330156850000004,0.0385795503,0.044430774725,0.042775222325,0.057901250475,0.057112728725000006,0.91586079255,1.079067115325,0.108304073,0.0907400082,0.1305980528,0.06394297639999999,0.012984828525,0.0088647403,0.10104113212499999,0.0954944315,0.019031222925,0.019031222925,0.218776405275,0.328439074375,0.12865542892499998,0.10608225425,4.804522925000001e+18,0.3968706536872139,0.1779207232377861,0.1544853963702972,0.2707232267047028,0.3263435288421496
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}""}",0.6678025035,0.69197192685,0.719922267575,0.703916706175,0.5748609179999999,0.55860377205,0.60616685575,0.60639878685,0.567286886075,0.6625453993,0.672379095725,0.6777861611,0.666557964275,-0.019303784600000002,0.004487058824999999,-0.021792693374999998,-0.005835704875,-0.047795014749999996,0.0388799697,-0.015240761825,0.005821131450000001,0.03316017625,0.040374420375,0.040904803175,0.043558376075,0.054502264700000004,0.0547670063,0.921418882675,1.06971769815,0.10256085607500001,0.0891633876,0.1327538247,0.07482614735,0.012220070775,0.008458906875,0.0959358652,0.09339488997499999,0.01671489725,0.01671489725,0.205338484475,0.300848534425,0.11908964394999999,0.096873644075,4.804522925000001e+18,0.397009735781249,0.177851182218751,0.15434631436246943,0.2707927676375306,0.3271967376162288
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.6678372740499999,0.6922945820749999,0.7194167107,0.7037772665,0.574339360225,0.54886520525,0.6241825859000001,0.6234375051,0.56236929345,0.661054848,0.673056999375,0.680696354025,0.666509708275,-0.046488883875,0.028715115025000005,-0.048649462649999996,0.013338536849999999,-0.074572299975,0.0618132924,-0.019641506075000002,0.00654729115,0.053571700575000006,0.045513621825,0.06087135340000001,0.047676932150000004,0.077822113075,0.06929776075,0.8806278955250001,1.11138174655,0.148134961525,0.10782465322500001,0.10441585535,0.056258692675,0.017488166425,0.010757146025,0.1355809758,0.11572547204999999,0.023807598574999998,0.023807598574999998,0.24369877245,0.36534208602499996,0.13418936452500002,0.1122635189,4.804522925000001e+18,0.39676634212708073,0.17757301809791928,0.154589707892762,0.27107093188223796,0.3272844325247591
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6653685675000001,0.690655510675,0.71608098835,0.70131764615,0.5729833101249999,0.5565901974,0.607264868525,0.604756255925,0.5646962657,0.6612964779999999,0.666743811925,0.6731852684249999,0.66495129585,-0.02055246715,0.009688940875,-0.0199009191,-0.005215261324999999,-0.0481660586,0.042568602875,-0.0118887904,0.0017925161,0.03479871775,0.037289363175,0.043856175000000004,0.045261270025,0.05499027225000001,0.055861078475000006,0.921024358875,1.0757597636,0.104415319775,0.0899591936,0.131397774725,0.066968011225,0.012339470449999999,0.008672753025,0.097197905175,0.094493647975,0.01955123305,0.01955123305,0.240603394925,0.363409428875,0.14625400685,0.1217550628,4.804522925000001e+18,0.39485396387068294,0.17812934625431706,0.15650208623696243,0.2705146036380376,0.3225218931839911
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.66748956885,0.6908307005000001,0.7218627988749999,0.7043570961750001,0.57746870655,0.5586967726000001,0.620023115575,0.6138747773500001,0.56715587905,0.6614554511999999,0.6732318313500001,0.67890505655,0.6660419859,-0.0267871582,0.019426949775,-0.029628717825,0.006429828575,-0.0551780048,0.052867236575,-0.017449605325,0.0071898454,0.04213236995,0.042580220775,0.048582010525,0.042209286224999996,0.06363553685,0.062787138925,0.9104134148749999,1.09386336695,0.121031473275,0.09849290795,0.12764255905,0.060605007025000004,0.014270370474999999,0.0097580378,0.11203226987499999,0.104612708575,0.0202477556,0.0202477556,0.231616095275,0.347100889725,0.12160059175,0.110551656425,4.804522925000001e+18,0.3981571627236324,0.1793115438263676,0.15319888734080084,0.2693324061091992,0.32582718010269257
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.667246175325,0.6902639052749999,0.722362483,0.7043619643250001,0.578129346375,0.560608764725,0.619395510975,0.611883578775,0.56807755845,0.66120157275,0.6701237911,0.6786545629,0.66641142765,-0.022936844175000002,0.01895212575,-0.026261046175000004,0.0018400192999999995,-0.051274814125,0.051317952599999994,-0.017452990125,0.0037123634749999996,0.038512575975000005,0.0441422972,0.048237218724999996,0.047042407800000005,0.059115255425,0.0631051211,0.917475265625,1.0898192199249999,0.10933855079999999,0.09822001147500001,0.12799026422499998,0.059631432500000005,0.01327551795,0.009815875975,0.10239665105,0.1041088818,0.019510804425,0.019510804425,0.224806125225,0.346905715925,0.125437096375,0.109662247425,4.804522925000001e+18,0.3983657858699728,0.17976356050502723,0.15299026427164386,0.2688803893533561,0.3254348242551395
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.665716272625,0.690820023175,0.7165024050000001,0.701612733425,0.5731223921749999,0.5558097193,0.6091161481999999,0.6065477500750001,0.5644047784249999,0.6618912883,0.6687922333,0.6729553688500001,0.664868207475,-0.0232312578,0.011984686775,-0.021303227350000002,-0.0021885475999999992,-0.050738030775,0.04471136975,-0.011064080525,0.003924025775,0.03964661015,0.036371609825,0.0459636143,0.04310080545,0.058903838524999995,0.056839823,0.9168758273750001,1.081044798925,0.111635654625,0.092278860325,0.13087621695,0.069019471425,0.013232236149999998,0.008822280525,0.10381320352500001,0.097085597525,0.018539212875,0.018539212875,0.215926803625,0.31399635925,0.12528240907500002,0.098773334475,4.804522925000001e+18,0.3950973574478837,0.17802503472711628,0.15625869263259565,0.2706189151924044,0.32313938970973805
Compas Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",0.66776773295,0.691325731125,0.721275267675,0.704390316175,0.57642559105,0.560563854125,0.6090966823999999,0.607113933325,0.568505905225,0.661669509675,0.6752245003999999,0.67949827735,0.66592640375,-0.017582754175,0.005411185899999999,-0.022620864075,-0.0017995481749999997,-0.046550079300000005,0.040590777225,-0.01782876775,0.009298096775,0.032687007925,0.0376884095,0.042392220275,0.043698778475,0.05351939535,0.05318141697499999,0.9237117145499999,1.07283105515,0.0998472532,0.08543625657500001,0.132614742675,0.0776425591,0.0120103838,0.008237468575,0.0935980377,0.089930004725,0.0166541576,0.0166541576,0.19755103599999999,0.29143209725,0.11941099822500001,0.0967228949,4.804522925000001e+18,0.39777468707473296,0.17865090397526703,0.15358136302442246,0.26999304592557755,0.32668992498244187
