data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6359874826749999,0.616087575175,0.9016271649500001,0.731818566525,0.8070236439749999,0.787023509575,0.858247669225,0.8455699593749999,0.794832216125,0.620249281625,0.674564504875,0.666178993825,0.6268568458,-0.043015748575,0.047485889749999996,-0.029812534075,0.015025594324999999,-0.05854644985,0.06341545309999999,-0.04592971215,0.047707659075,0.046091123725,0.055255665649999994,0.036364442975,0.031974026425,0.05960466115,0.0678431206,0.9314363580749999,1.080366818625,0.07617870715,0.077877372025,0.07969401945,0.058484005549999996,0.013389839849999998,0.010535997875,0.0729467566,0.08168825855,0.01958885675,0.01958885675,0.1490342182,0.7740703822749999,0.078205210725,0.108700607225,4.804522925000001e+18,0.4971835883737536,0.30984005560124644,0.05417246177381295,0.13880389425118703,0.2661365721671983
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.63626564675,0.616200165925,0.902461521375,0.732157345425,0.80764951325,0.785926452425,0.870740324625,0.849555377075,0.792707432775,0.621177351625,0.667079206125,0.66517034525,0.628886325625,-0.048714981425,0.06554555755,-0.0326384921,0.01921374505,-0.063628924675,0.0780328918,-0.04399299365,0.038192880624999995,0.050297312574999996,0.06671866600000001,0.03548017895,0.0318909982,0.064047782425,0.07838362975,0.9255906876,1.0992852117249998,0.08221952390000001,0.08884137574999999,0.075695410275,0.046383866625000006,0.0143836759,0.01212078865,0.078454982225,0.09404488962499999,0.020934799725,0.020934799725,0.15584892749999998,0.8637883277749999,0.076026780325,0.11661918410000001,4.804522925000001e+18,0.49763560504356336,0.3100139082064367,0.05372044508903852,0.13863004166096146,0.26692682898558395
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6361961057000001,0.61572830655,0.904837037775,0.732625619275,0.8103616133500001,0.788619312075,0.869155302325,0.8524334032249999,0.7963482863,0.620890704425,0.671283373575,0.6654517091,0.62787268445,-0.04884109635,0.058916461175000004,-0.032668652175,0.018707328225,-0.0638140913,0.07280701595,-0.04456100395,0.04341068925,0.05016869785,0.062403719625,0.037398270175,0.031810768875,0.0642438682,0.07471634485,0.925748790775,1.092163553,0.08207018335,0.084805094475,0.075799721875,0.04850486785,0.014413611475,0.011605082425,0.07831391945,0.089444648175,0.0205335122,0.0205335122,0.1523638031,0.854695434075,0.0819607098,0.112502751275,4.804522925000001e+18,0.4989568845371207,0.31140472881287934,0.05239916553507841,0.13723922111492157,0.26750469575384983
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}""}",0.636752433925,0.6166933328499999,0.9014288259000001,0.7321827600249999,0.8060500695,0.788192632825,0.8502617271749999,0.840530256075,0.795558056625,0.619840267375,0.67724661275,0.669129543375,0.627102961975,-0.0359211075,0.0372894069,-0.027507563800000003,0.010122605400000002,-0.052337623349999994,0.054703670525000005,-0.049289276075,0.05014365085,0.0372936319,0.04987519285,0.033681136900000005,0.02983807215,0.05275866495,0.061687282325,0.9383633456,1.069443860075,0.067377994875,0.071503921925,0.0871349096,0.07437413075,0.01184499405,0.0095571523,0.06469423795,0.07464362467499999,0.016458156475,0.016458156475,0.1394363891,0.74435398335,0.079067088225,0.101339964725,4.804522925000001e+18,0.49707927678904795,0.30897079271095207,0.05427677328877931,0.1396731572112207,0.26779943216923385
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.636543810925,0.61588747975,0.9056100823250001,0.7329875986250001,0.81084840055,0.78538578935,0.869890348175,0.8598861888249999,0.796810690875,0.6231670012999999,0.668097544325,0.662339035175,0.6290338952,-0.060698725375,0.060069767275,-0.037309422875,0.015269166325,-0.07450039955,0.07307965735,-0.0391720338,0.0390636492,0.060698725375,0.062219257725,0.038956595225,0.029791652575,0.07450039955,0.07463018,0.9138162329749999,1.0923765503,0.095501338175,0.08457706825,0.06342141864999999,0.0510083449,0.016739754025,0.011576066775000001,0.0906693455,0.08921366415000001,0.022442166775,0.022442166775,0.15975154949999998,0.9000551549500001,0.08014843567499999,0.11857261197499999,4.804522925000001e+18,0.4993741308556602,0.3114742696943399,0.05198191934965354,0.13716968010034644,0.2685047252717965
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.636578581325,0.6165396727,0.90149920715,0.732101710125,0.8062934631,0.786631506,0.8553509083499999,0.8441479049,0.794586003975,0.6202178684749999,0.6746091175,0.66793857605,0.6275631031,-0.041455146025,0.04477394695,-0.030600210300000003,0.012399489575,-0.057516398950000006,0.060764904325,-0.047720707625,0.04704601445,0.043106981375,0.054255356600000006,0.0357656102,0.031015881075,0.0581497084,0.064984759325,0.932406015675,1.0770299368749998,0.074315418225,0.074586012775,0.08087621689999999,0.062691237925,0.013067571924999999,0.01010917535,0.0712702033,0.07823590425,0.01884905245,0.01884905245,0.1403403385,0.72601706155,0.076336762575,0.100887088175,4.804522925000001e+18,0.4971140472855475,0.3091794158144526,0.05424200277886323,0.13946453412113677,0.26736051358008556
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}""}",0.636509040375,0.61614328005,0.903346280625,0.73246270445,0.8084492349750001,0.786066911025,0.8701415937249999,0.8516288817750001,0.793776309025,0.621033185825,0.667841698775,0.666109830825,0.629031738075,-0.05034391672500001,0.063633975825,-0.034878224025,0.018049256775,-0.0655619707,0.07636528470000001,-0.04507664505,0.038809960825,0.050823399375,0.067065855475,0.038636247825,0.032892293975,0.0655619707,0.07792770099999999,0.923545702375,1.096854072,0.08401494205,0.088238452275,0.073678720425,0.046210014050000005,0.014725191949999999,0.012087227124999999,0.080102915575,0.093281597375,0.021169682025,0.021169682025,0.1576121668,0.8756847534500001,0.0806941184,0.11774142812499999,4.804522925000001e+18,0.4981571626542455,0.31029207232075456,0.05319888732215485,0.13835187770284513,0.2676192666628151
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.63595271205,0.6157685899249999,0.9035073061000001,0.73220754275,0.8091446453,0.786717320775,0.8701550641500001,0.8523508214,0.7946419128000001,0.620198950925,0.6678351934,0.666154438425,0.628394742575,-0.050484630924999996,0.062810077225,-0.0355520273,0.017842297474999998,-0.06563350059999999,0.0755131514,-0.045955487475,0.039440450849999996,0.05133608722500001,0.064225567025,0.03873031365,0.031562788125000005,0.06584445815,0.0762833064,0.9235817706,1.0957404532750001,0.08417380865,0.0865938113,0.07294853967500001,0.044958275425,0.01479400765,0.011827149450000001,0.08030144827499999,0.091430772775,0.021099512325,0.021099512325,0.154649557125,0.8614628111750001,0.08169357632499999,0.114036220125,4.804522925000001e+18,0.49822670380988765,0.31091794149011237,0.05312934632551643,0.13772600837448357,0.2664939975325719
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}""}",0.636787204425,0.6165518039,0.9022627474,0.732388157575,0.8069193323,0.78743881545,0.8513922046,0.8444850589999999,0.7963139704,0.6206995842,0.67368467725,0.6677196534000001,0.6280326455,-0.040947450775,0.0391585073,-0.02937451165,0.00652685455,-0.057046243600000004,0.055078234275000006,-0.047020069175,0.0456520318,0.044316988825,0.0489258611,0.0340047691,0.0290877801,0.05769329285,0.061624167475000005,0.933184957175,1.0697316457250001,0.07378446795,0.07138585360000001,0.08508344925,0.0693671766,0.012958617750000002,0.009570983075000001,0.07060267475000001,0.07447215985,0.017768313275,0.017768313275,0.142715957975,0.7518522170499999,0.0746246011,0.10565718237499999,4.804522925000001e+18,0.4975312933930279,0.30938803890697214,0.053824756596785504,0.13925591110321447,0.2679576881069453
Compas Dataset,NaiveBayes,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8, 7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 15}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8, 7]}""}",0.636926286575,0.616147964375,0.9055227790749999,0.7331679330750001,0.8103963837,0.7931015648499999,0.8534568948000001,0.8438222504249999,0.800179016925,0.619017575325,0.6760675832749999,0.671343053575,0.6276156883499999,-0.03384684065,0.036471758199999996,-0.028086112375,0.006839893425,-0.05072068565,0.0532778778,-0.0523254782,0.048451894950000005,0.0363361891,0.0463198441,0.034245773925,0.028624466124999998,0.0514492099,0.0594083422,0.9404133771250001,1.06716121425,0.065358916275,0.06869571035,0.0877607789,0.073956884575,0.011546664125,0.0092055783,0.062857830425,0.071552539075,0.0161948387,0.0161948387,0.1331705368,0.71794588335,0.08163292559999999,0.09740682815,4.804522925000001e+18,0.49933936014585134,0.31105702355414866,0.05201668985188781,0.13758692644811218,0.26921620223944187
