data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.7768728891500001,0.36372039907500003,0.3263760221,0.34360654679999997,0.139453484825,0.11437643772499999,0.143645470575,0.8385609953,0.766415856725,0.0036096577249999998,0.015486141250000002,-0.029269032775,0.072145138525,0.016141678725,0.033887945,0.029269032775,0.8696257860250001,0.17466740875,0.10489714457499999,0.0035903609500000004,0.150096564275,0.0035903609500000004,0.0035903609500000004,0.150096564275,0.036503199325,0.033887945,0.016141678725,4.9188907e+18,0.07795517349378481,0.06149831133121518,0.11880919201358532,0.6666469851787225,0.3926829205179194
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",0.7841188210250001,0.557362397275,0.48545978265,0.5182885926,0.208934602375,0.1562349337,0.21783076455,0.8350816079750001,0.775520594275,-0.020295351575,-0.01511047945,-0.061595830875,0.05956101375,0.029579861175,0.0490148117,0.061595830875,0.717015803025,0.413058994,0.140121277225,0.007608979324999999,0.339246907675,0.007608979324999999,0.007608979324999999,0.339246907675,0.075665525375,0.0490148117,0.029579861175,4.9188907e+18,0.11631869818430336,0.09261590419069662,0.1232652748212382,0.6678001228037618,0.38202763911448046
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.781631869825,0.486943532925,0.44443221460000004,0.46361547112499996,0.1920325453,0.153823180425,0.198484097,0.831646776875,0.773197268925,-0.0028616895000000003,0.007817905925,-0.044660916575,0.058449507850000006,0.026592386200000002,0.047884015525000004,0.044708447475,0.805551533975,0.2668400085,0.13407276635,0.005523756075,0.22660685622500001,0.005523756075,0.005523756075,0.22660685622500001,0.05601662545,0.047884015525000004,0.026592386200000002,4.9188907e+18,0.10662419404803043,0.08540835125196958,0.118022720268458,0.6625115136743991,0.39204945315256523
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",0.78494780475,0.544874369025,0.49248177095,0.5165722374499999,0.21148295975,0.173514491125,0.21788707557499998,0.8304607899249999,0.777302358475,0.004819335475,0.021023760024999998,-0.044372584524999995,0.053158431549999996,0.026005929825000003,0.047701141575,0.044372584524999995,0.80428108045,0.26026397354999997,0.171983420325,0.005478104425,0.22465458047500003,0.005478104425,0.005478104425,0.22465458047500003,0.05553948815,0.047701141575,0.026005929825000003,4.9188907e+18,0.11800736874023596,0.09347559100976402,0.11849822472055951,0.6645961755358508,0.39289519946390217
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",0.7833972981999999,0.55473637955,0.49022411785,0.519792427575,0.21188210015000003,0.177296061425,0.21771057657499998,0.826205064925,0.7761622457749999,0.007530264525000001,0.02251587015,-0.0404145151,0.050042819075,0.030805302475,0.0593802053,0.0414452946,0.8150570615499999,0.252068732725,0.162634325975,0.00510604025,0.217478081925,0.00510604025,0.00510604025,0.217478081925,0.05144059157500001,0.0593802053,0.030805302475,4.9188907e+18,0.11743168563239961,0.0944504145176004,0.12215228742842554,0.6659656124215745,0.38241037213405366
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.7815704636499999,0.48682267185,0.44323317920000005,0.463120539275,0.19083512435,0.14687517605,0.19829058902500002,0.8353061388749999,0.7725082962500001,-0.010865574725,-0.0017014289999999997,-0.051415413,0.062797842575,0.032424675175,0.054557375750000005,0.05390984525,0.775693390625,0.3404045414,0.13721215844999998,0.0066850299749999995,0.28102053532500004,0.0066850299749999995,0.0066850299749999995,0.28102053532500004,0.067168582775,0.054557375750000005,0.032424675175,4.9188907e+18,0.10599478048003379,0.08484034386996621,0.11785604626861014,0.6640466687599613,0.39200410507019673
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}""}",0.7839576297999999,0.55701244465,0.4846118207,0.5176679328,0.20877341115,0.156697614575,0.21754354127500003,0.834195106225,0.775502350425,-0.020788207675,-0.017038355499999998,-0.06084592665000001,0.05869275585,0.027136907725,0.0438704751,0.06084592665000001,0.7216556458250001,0.40438879972499997,0.1380564937,0.007503528650000001,0.332866579925,0.007503528650000001,0.007503528650000001,0.332866579925,0.074838494175,0.0438704751,0.027136907725,4.9188907e+18,0.11615750692188043,0.09261590422811958,0.12342646614258994,0.6678001227074101,0.3813272652484967
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.7837810869,0.517195515075,0.46326051479999997,0.48809788665,0.19880257905,0.157442214675,0.20576627374999998,0.834128562325,0.775284579925,-0.0030693767,0.010261788175,-0.048324059125,0.058843982475,0.02645356305,0.045910704525,0.048324059125,0.781991397125,0.301546443225,0.142047896875,0.0059580630750000006,0.25481205560000003,0.0059580630750000006,0.0059580630750000006,0.25481205560000003,0.059922034425000006,0.045910704525,0.02645356305,4.9188907e+18,0.11108381946644427,0.08771875958355572,0.11970060331707283,0.6653776896018461,0.3909811631322648
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.78575376115,0.5589509860499999,0.50366061815,0.5293468185,0.21603469460000002,0.180484686,0.22204588652499999,0.82628098335,0.77889615425,0.00684120885,0.020429170375,-0.041561200549999996,0.047384829325,0.02832491215,0.048476178975,0.041561200549999996,0.8160068431999999,0.244342276575,0.179789683775,0.005140181825,0.21088701645,0.005140181825,0.005140181825,0.21088701645,0.05196757522499999,0.048476178975,0.02832491215,4.9188907e+18,0.12068621437131025,0.09534848022868977,0.11889775875442987,0.6650675466455701,0.3924217197203991
Adult Dataset,DecisionTreeRegressor,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}""}",0.7832591342249999,0.554010286825,0.493420227325,0.5211215379749999,0.21369358305000002,0.17665957555,0.21992837767499998,0.822034367975,0.77671580455,-0.00262085155,0.0011629303250000004,-0.043268802099999996,0.04531856335,0.02452333345,0.042051736325,0.04363380075,0.804237361575,0.262244937575,0.175537304325,0.005379624325,0.22639322195,0.005379624325,0.005379624325,0.22639322195,0.0543291159,0.042051736325,0.02452333345,4.9188907e+18,0.11826834511427882,0.09542523793572119,0.12131562789146706,0.6649907890585329,0.38337428673652385
