data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.015282413221409897,0.14192367988189902,0.10788111583860956,0.12097915570994235,0.04154823059359559,0.04475227417273824,0.045695064106548486,0.02700483800004381,0.02119362880171286,0.050585586680624954,0.0808379283685835,0.03888121220833852,0.03689706305189025,0.038213479728241184,0.05873989688524961,0.03660061369162143,0.18378923485234044,0.3512505686961786,0.037675799475412886,0.008111465426839819,0.23853617433153965,0.008111465426839819,0.008111465426839815,0.23853617433153965,0.043724463227345294,0.05873989688524961,0.038213479728241184,2.544865470322699e+18,0.026139858989590745,0.017806739828562054,0.009183275651731144,0.011365537523367029,0.037938136746963405
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",0.011532858622049015,0.036510422846223904,0.04470694903788383,0.03575884242235235,0.01887780781833055,0.023319079232078013,0.020810805639369052,0.02599613074485461,0.009792404566933645,0.04655655875590634,0.0996470816176713,0.022681470044062596,0.026434178441761897,0.037521722408368756,0.06387749156861627,0.019085907480308428,0.12369363810915289,0.15497663093927488,0.03128123724215828,0.004202767821492092,0.12409849134123847,0.004202767821492092,0.004202767821492083,0.12409849134123847,0.022753208466459104,0.06387749156861627,0.03752172240836876,2.544865470322699e+18,0.012049368705326849,0.010259202446203044,0.011020262345616236,0.01415281328055685,0.0372203128856103
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.011766930660805718,0.10294363514557825,0.0797725521656197,0.08732129422249023,0.0313133413138814,0.03204822921132985,0.03447130710139928,0.023390000925137017,0.01717871525524731,0.04928593684781287,0.09840355428137953,0.02649378670190711,0.032522386893042494,0.03278971491167409,0.0556212470749012,0.02509927085964322,0.13190105704568855,0.25534753352114176,0.033671328267878796,0.005548410823033998,0.17161609318776455,0.005548410823033998,0.005548410823034002,0.17161609318776455,0.02980779709550044,0.0556212470749012,0.03278971491167408,2.544865470322699e+18,0.019562397545219535,0.013336109896714975,0.009487987582987476,0.01220352720710311,0.02766632421175339
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}""}",0.009908334316136289,0.03247028193374673,0.04736190115671741,0.038373889553388225,0.01829480331557412,0.02454064366576688,0.020635374220466414,0.025475298915721818,0.009253696675362896,0.05664045714490827,0.11652572515925215,0.02578130571418761,0.028032194544429914,0.04010699085599144,0.06766626725564925,0.021815627294753462,0.12902994652021424,0.15976046163290603,0.03649333132817305,0.004796360858922061,0.1285539664623371,0.004796360858922061,0.0047963608589220484,0.1285539664623371,0.02648488643376258,0.06766626725564925,0.04010699085599144,2.544865470322699e+18,0.013278075221183969,0.008564628620049143,0.010885548653125769,0.012146109407753687,0.038533655129176954
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",0.011838455218696602,0.033575471445444864,0.03423278303009159,0.02798444950707574,0.017171001733838957,0.03427960662922031,0.015667208819041115,0.029090860216912776,0.009538830193060828,0.058999561124754685,0.1054759820457017,0.03426748193201345,0.030270922507943592,0.05161775242633273,0.08016362813525366,0.021177509651332332,0.18066422475527016,0.1845275879918598,0.049819531043841854,0.00467232592110071,0.1371122607499376,0.00467232592110071,0.004672325921100709,0.1371122607499376,0.025286437624658986,0.08016362813525366,0.05161775242633272,2.544865470322699e+18,0.009903329045951549,0.010427980535550958,0.0083743430506336,0.015519419050476152,0.03131213251519849
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.018967280352740534,0.22522329176557293,0.16912905234325906,0.192452079027306,0.06569709239603014,0.06637681171008032,0.07029747079632791,0.03282568257240432,0.03025968788216227,0.06665450132019357,0.10821863491249582,0.04512986720056253,0.052494759887387346,0.053679187350225636,0.0783158158483335,0.03780006136851703,0.22264124429100338,0.48623667845739743,0.052141875195910056,0.008341887096985122,0.2692055440279874,0.008341887096985122,0.008341887096985114,0.2692055440279874,0.0448129956087572,0.0783158158483335,0.05367918735022562,2.544865470322699e+18,0.04062934955424266,0.02624270769142374,0.009268476203992022,0.013478310337578406,0.03715662615387726
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}""}",0.01044631949045002,0.03605688124630983,0.039709523411734955,0.02851947491250928,0.018057529261102073,0.023260017948962097,0.018362646114701734,0.02221385966596773,0.010255855853454812,0.042988969772118815,0.0888688463592041,0.018743388422215283,0.023887869652851734,0.03233068379944171,0.06142297290494061,0.018735134407783977,0.10119985891576604,0.16056322345509627,0.041759838033517425,0.004137346184461232,0.1265957800586993,0.004137346184461232,0.004137346184461231,0.1265957800586993,0.022179875063443343,0.06142297290494061,0.03233068379944171,2.544865470322699e+18,0.009871612916710468,0.010922490497239676,0.011217327556801207,0.013245012158676718,0.029683540602821353
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.00997513415695725,0.03128806264180622,0.03741545146735163,0.030800092587289638,0.013937277294404271,0.023823979070591184,0.016663801712004118,0.026128826640854204,0.010079508633997203,0.05054465917387871,0.10143185632602875,0.02851948774647284,0.029593654526436006,0.03327879420575595,0.05703808262627896,0.02414054405503215,0.14145254749814448,0.22898200679630112,0.02925147883336852,0.005312297821718871,0.15812759926862935,0.005312297821718871,0.005312297821718868,0.15812759926862935,0.02877001312419828,0.05703808262627896,0.03327879420575595,2.544865470322699e+18,0.009898397555677358,0.0076809694052767715,0.010149292530904935,0.010797021195917966,0.03250294615886567
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.0101203001104848,0.034972849527101085,0.043417235723591206,0.03481138951685801,0.01620641614770921,0.025637537739701694,0.015449639738969187,0.02602870814961386,0.009355216991354436,0.07179065667047338,0.14779131409437157,0.022765517467983578,0.028581147999065692,0.04814268730456867,0.07817140776780364,0.016145029002506518,0.12531652051106298,0.1283486631961626,0.04940739016616474,0.0035827250832189024,0.10523317387019096,0.0035827250832189024,0.003582725083218909,0.10523317387019096,0.019188018415153774,0.07817140776780364,0.04814268730456867,2.544865470322699e+18,0.011232508746597357,0.009071284622952907,0.011390586284840958,0.010472528645995858,0.03649688949672274
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}""}",0.00890452364976608,0.028645707235937647,0.03831112595182826,0.028544405402861038,0.014911541752251,0.021200354585301118,0.01658807966003526,0.01961482468750894,0.010323440607866826,0.04256653838409199,0.08378792671911386,0.02220297179825654,0.023350529647292687,0.03780363870857437,0.06388313027584089,0.021739081716750593,0.11398694124808922,0.19429941851609064,0.0466562711174806,0.004801302471550689,0.14547207281428715,0.004801302471550689,0.004801302471550697,0.14547207281428715,0.025788661373062318,0.06388313027584089,0.03780363870857436,2.544865470322699e+18,0.0097102652637277,0.007859203485410344,0.010755854172569702,0.010616414643717983,0.028843826422016584
Adult Dataset,LogisticRegression,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.012290133212358114,0.03703786649509175,0.041133292717511004,0.03429354164130666,0.015190241922646645,0.020825648340487772,0.017130536654220534,0.025930605534815823,0.010954878607149924,0.04574106049334982,0.09902370325006883,0.022408844653876322,0.026382591829205996,0.03704618819882638,0.06472715353838764,0.019325468397112355,0.1183982240352735,0.15628768275675242,0.018753833379092175,0.0042815717755964365,0.12364272302352203,0.0042815717755964365,0.004281571775596429,0.12364272302352203,0.023063060684873984,0.06472715353838764,0.037046188198826394,2.544865470322699e+18,0.010049715677147004,0.009490316310598063,0.011728588708817433,0.01166089674966513,0.03791532767724884
