data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TP,FP,FN,TN,MCC
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7879183297513049,0.4521026631098013,0.3664038205540704,0.4009872631304951,0.14752072459318388,0.13120627118870554,0.13702760711494683,0.15028851461963294,0.1526970759794976,0.8339729539456988,0.8480788176681197,0.7800653481918787,0.7581400413032947,0.016674078845420926,0.05853960750112612,0.027652882748423018,0.07981511761003193,-0.019082243430927397,-0.015669468864550787,0.05390760575382,0.08993877636482502,0.028665670891687894,0.06060323879674238,0.04855253893684792,0.09561124817270163,0.021822695108073394,0.02075653819869888,0.9129376393692714,0.924019419019537,0.13573262534008326,0.1221337190306111,0.0243475591034694,0.08843260669327599,0.002707335722148308,0.004591817496318095,0.12054183061344939,0.11146718608373292,0.00550206970197815,0.25237451424399265,0.17036602746758792,0.10288444768891772,5.37608237663704e+18,0.0883788762665029,0.05914184832668098,0.12323201309998974,0.6800736874424318,0.41463645320285136
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.8011206631869818,0.6160564719513263,0.4784478152848017,0.5349615398693253,0.1886475284003684,0.16403919108880824,0.16507318013205663,0.19281277555689122,0.2002196053934333,0.8372240394015302,0.8392633101945141,0.7949567327543623,0.7821748146537232,0.016882305242088676,0.0445215527082264,0.028767958213230454,0.047889460023286194,-0.028773584468082952,-0.03514642526137665,0.042267306647167734,0.057088495540790894,0.03196372124312101,0.05488554833421775,0.05800523098553336,0.0860433467055094,0.031219633966146916,0.03805811662342093,0.8534078058341106,0.8350285969422373,0.20132447529254166,0.2634357574816145,0.026396991096100657,0.1058719680687749,0.0038683550575604976,0.008411299287927455,0.17872966353775144,0.21747518594418364,0.009953083738583734,0.4052081226225625,0.21393621549058156,0.12379262121301056,5.37608237663704e+18,0.11554344488793367,0.07310408351243473,0.12577525330058334,0.6855772182990483,0.4189217144964121
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.8072919864906355,0.6299658401342384,0.4947185790939215,0.5518577769824503,0.1901673319005219,0.16378121323975486,0.15891273130159755,0.19464383820874767,0.20559491670563085,0.8465369255058774,0.8561816959187473,0.8005884000574544,0.7830414283905289,0.021245069127625617,0.056396904372884804,0.04070509257261721,0.08780410119190504,-0.03086262496899276,-0.04668218540403326,0.04594852544842308,0.0731402675282182,0.034085158083706664,0.06141518681505875,0.06479328573854595,0.10538282547845193,0.03196433565988313,0.04756947006099142,0.8448692454619838,0.7789806477165894,0.20981691054130377,0.3224787821418628,0.029421246545901097,0.1084049739023641,0.00396253118740304,0.01052596947845919,0.18319128156958725,0.26755253062568063,0.011268573042978913,0.46372263990308393,0.2297344409943177,0.12490584635430735,5.37608237663704e+18,0.11938900828983726,0.07077832361068467,0.12192968989867976,0.6879029782007983,0.43825081197061155
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",0.7968682836966534,0.576584238508405,0.461956314592703,0.5101713584061838,0.18494780472827752,0.16813249229673682,0.16711593945584352,0.18779279724667777,0.1937203064987019,0.8334623195837573,0.8390942251741633,0.7906194269993085,0.7760312848432175,0.02800449024688026,0.05992353727713906,0.04597013165451701,0.07714267045415849,-0.019660304949940918,-0.026604367042858307,0.0428428925844486,0.06306294033094584,0.03754801102702583,0.06014207378985853,0.06433255251655441,0.08849297013017529,0.023427032076610562,0.02720780674763944,0.8982213064190215,0.8692444191175384,0.14885794705443217,0.1744917383038966,0.03591495241019339,0.11142922935216452,0.002904579814817935,0.006012097511992975,0.1336014134830871,0.15168057991892905,0.007101416575281605,0.3132648168504558,0.21410768747805378,0.12584978313247167,5.37608237663704e+18,0.11156739330672397,0.07338041142155356,0.12402436856648835,0.6812937317195352,0.41671606584673593
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.7998311329444274,0.6100918278153367,0.48159663644136963,0.5357671216978158,0.1912879950875038,0.17773084237910425,0.18589039784928865,0.19355579296720013,0.19384887418060695,0.8270667730888839,0.8362611513608587,0.795175007515034,0.7817474283122713,0.02739832601240959,0.0997874696130567,0.03615907284584395,0.1408135994940622,-0.015824950588095875,-0.007958476331318302,0.031891765573849915,0.054513723048587336,0.040772660803532416,0.10470554633815751,0.0666366509978536,0.16401050705567036,0.02370475592120474,0.023693959035784827,0.9217798491500254,0.9660357296651879,0.14472156147309007,0.1335083172394108,0.03588424930918018,0.15325452870739942,0.002929296895216035,0.005244835784600878,0.13185324114128283,0.12842256430062687,0.00648954393027403,0.31280405604724704,0.29830745545712384,0.18082859974268445,5.37608237663704e+18,0.11621891311022411,0.0750690819772797,0.1250997850782929,0.6836122198342033,0.4170036210447363
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7878799508750384,0.42683933494004644,0.34154291446899443,0.3778732365134976,0.13590727663494012,0.12176145461130936,0.12629383328722793,0.13828463060985846,0.1406609283873141,0.8367237471897319,0.8511088040476931,0.7795366542151918,0.7564502904768506,0.015600807054852076,0.04957731185262093,0.02471436825239051,0.06206527161857407,-0.0165231759985491,-0.01436709510008613,0.05718709297454009,0.09465851357084239,0.025920835938459848,0.05068828775834962,0.046325000604436214,0.0711158095295637,0.018733497572678098,0.01954651622981506,0.9161645056730201,0.9333427021703162,0.12077921972753296,0.11682191926834548,0.02375652440896527,0.08081056186674851,0.0023096424234088347,0.004335502692342363,0.10670790803961787,0.10473892650333547,0.005331215947437615,0.24826663442855187,0.16440604449714236,0.10048713103321949,5.37608237663704e+18,0.08255296284924776,0.053354313785692345,0.12374446247642439,0.6821022851879468,0.4200504624546584
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.8053500153515506,0.6353266947242803,0.46544838088027013,0.5334072274198285,0.17798587657353387,0.1527761417366192,0.15841079617956985,0.18227664876730437,0.1875733399435382,0.84447315064367,0.8502319140212107,0.7986642232347141,0.7831005466077566,0.015577292953674585,0.06405688364561668,0.027539669737308085,0.08703886636686586,-0.029500507030685148,-0.0291625437639683,0.045808927408955855,0.06713136741345394,0.029103199725269934,0.0673406344805125,0.05544563877511528,0.10620582735599551,0.03138062421981318,0.03301946665000484,0.8370277069585816,0.8491610776855909,0.22180764588252216,0.2351289093379111,0.026895916487565195,0.11221215842800118,0.0038993951668209272,0.007299066020528319,0.19499985783464863,0.2020054817948235,0.008465736725009415,0.4204192082237834,0.2208776360455042,0.1265936793828571,5.37608237663704e+18,0.1123272950568007,0.06565858151673318,0.12899140313171628,0.6930227202947499,0.42490753210730536
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.802118513969911,0.623549163484425,0.47648035649316034,0.5363399077615494,0.18660577218299046,0.1630169077719357,0.16117417088002098,0.1906119962334175,0.19923316558107826,0.8419493261846384,0.8425526192312379,0.7953224262824671,0.7819919424272344,0.022861268333856582,0.04205635179972479,0.042390058472116646,0.04640059754485698,-0.027595088461481797,-0.03805899470105727,0.04662689990217113,0.06056067680400358,0.03358807225516427,0.0520658368340152,0.05825901880154758,0.07578647510409481,0.02855267278837132,0.03963960200500459,0.8601952271708466,0.8156078410191554,0.18562135911159489,0.26965516975249054,0.027387166103776433,0.09171783850168862,0.0035433542020780174,0.008783681617609382,0.16354606557309118,0.2254767502175629,0.009650445619170837,0.39636394863683694,0.20838036309382596,0.11903511013893756,5.37608237663704e+18,0.11502149217070923,0.07158428001228123,0.12629720601780778,0.6870970217992018,0.42243777140128475
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7911958857844643,0.5895740223340102,0.45938103033537975,0.5136410917829164,0.18917715689284614,0.1770008299738351,0.1776348980152282,0.19123998071632617,0.1948994226210197,0.8254122867677524,0.8130092022315507,0.7853452656167474,0.7802928797991472,0.033610665799611215,0.03246704261464393,0.05298246292119552,-0.0005204993577496674,-0.014239150742491028,-0.017264524605791465,0.04006702115100478,0.032716322432403494,0.04197836772042138,0.0499771658232883,0.07415528323288693,0.10026609014498364,0.022425512598905555,0.021025162606992782,0.9297537244203387,0.9164299823181592,0.13391891527341582,0.12424772380024254,0.03625268652133862,0.10550353085661648,0.0027856418272577286,0.004655907980817155,0.12389643984921775,0.11458314634280842,0.005906281635765395,0.27534284858246433,0.24886539536817504,0.1302697121457683,5.37608237663704e+18,0.11084587043291369,0.07833128645993244,0.1304728277556033,0.6803500153515506,0.39023872796913
Adult Dataset,nn keras,"['race', 'sex']",FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.8043751918943813,0.6267699026294886,0.4783448173030176,0.5396555063300188,0.18528553883942275,0.1660626364512289,0.16955072357776582,0.18854117520229935,0.1930254220492849,0.8402308517026856,0.847454524109285,0.7982467301374226,0.7829543527231484,0.02752987387755739,0.08046814010729567,0.0456452068083632,0.11609625545791527,-0.02247853875107043,-0.023474698471519083,0.04198412156526299,0.06450017138613645,0.037695929019583206,0.08104743577654071,0.06859337973490673,0.12348822383174722,0.025071737123866882,0.02768549647132293,0.8817315292951994,0.8798536754034828,0.1604369350756754,0.18125541960809013,0.03656739330672394,0.11722443966840648,0.003114908311603715,0.006122916664506322,0.14482451514753814,0.16021915637672732,0.00717104295049914,0.3496182634766855,0.250658152051666,0.1462754524169452,5.37608237663704e+18,0.11548971446116056,0.06979582437826219,0.12582898372735646,0.6888854774332208,0.4265864465899457
